BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	common_name	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	External_Id	Submitter_Id	use_species
PRJEB39998	ERR4554280	WGS	302	8372600888	SAMEA7230458	3684763573	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490643	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230458	ERP123587	male	ARH-M16	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:07Z	public	ERS4990436	ARH-M16	SAMEA7230458	ARH-M16	1
PRJEB39998	ERR4554281	WGS	302	8338381570	SAMEA7230458	3625549037	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490643	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230458	ERP123587	male	ARH-M16	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:07Z	public	ERS4990436	ARH-M16	SAMEA7230458	ARH-M16	1
PRJEB39998	ERR4554282	WGS	302	8485887430	SAMEA7230458	3719024661	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490643	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230458	ERP123587	male	ARH-M16	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:07Z	public	ERS4990436	ARH-M16	SAMEA7230458	ARH-M16	1
PRJEB39998	ERR4554283	WGS	302	8456694902	SAMEA7230458	3661280068	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490643	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230458	ERP123587	male	ARH-M16	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:07Z	public	ERS4990436	ARH-M16	SAMEA7230458	ARH-M16	1
PRJEB39998	ERR4554284	WGS	302	9094379982	SAMEA7230458	3979906339	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490643	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230458	ERP123587	male	ARH-M16	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:07Z	public	ERS4990436	ARH-M16	SAMEA7230458	ARH-M16	1
PRJEB39998	ERR4554285	WGS	302	9090187014	SAMEA7230458	4025192754	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490643	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230458	ERP123587	male	ARH-M16	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:07Z	public	ERS4990436	ARH-M16	SAMEA7230458	ARH-M16	1
PRJEB39998	ERR4554286	WGS	302	9284346438	SAMEA7230458	4111660197	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490643	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230458	ERP123587	male	ARH-M16	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:07Z	public	ERS4990436	ARH-M16	SAMEA7230458	ARH-M16	1
PRJEB39998	ERR4554287	WGS	302	9269224090	SAMEA7230458	4056341203	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490643	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230458	ERP123587	male	ARH-M16	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:07Z	public	ERS4990436	ARH-M16	SAMEA7230458	ARH-M16	1
PRJEB39998	ERR4554288	WGS	302	9054901032	SAMEA7230495	3939851413	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490644	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230495	ERP123587	male	QUH-M9	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:09Z	public	ERS4990473	QUH-M9	SAMEA7230495	QUH-M9	1
PRJEB39998	ERR4554289	WGS	302	9076510038	SAMEA7230495	3998362073	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490644	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230495	ERP123587	male	QUH-M9	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:09Z	public	ERS4990473	QUH-M9	SAMEA7230495	QUH-M9	1
PRJEB39998	ERR4554291	WGS	302	8871473178	SAMEA7230495	3937530742	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490644	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230495	ERP123587	male	QUH-M9	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:09Z	public	ERS4990473	QUH-M9	SAMEA7230495	QUH-M9	1
PRJEB39998	ERR4554292	WGS	302	4080686212	SAMEA7230495	1781390399	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490644	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230495	ERP123587	male	QUH-M9	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:09Z	public	ERS4990473	QUH-M9	SAMEA7230495	QUH-M9	1
PRJEB39998	ERR4554293	WGS	302	4084920554	SAMEA7230495	1804301804	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490644	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230495	ERP123587	male	QUH-M9	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:09Z	public	ERS4990473	QUH-M9	SAMEA7230495	QUH-M9	1
PRJEB39998	ERR4554294	WGS	302	8014141686	SAMEA7230495	3525930825	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490644	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230495	ERP123587	male	QUH-M9	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:09Z	public	ERS4990473	QUH-M9	SAMEA7230495	QUH-M9	1
PRJEB39998	ERR4554295	WGS	302	7988715400	SAMEA7230495	3470834222	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490644	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230495	ERP123587	male	QUH-M9	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:09Z	public	ERS4990473	QUH-M9	SAMEA7230495	QUH-M9	1
PRJEB39998	ERR4554296	WGS	302	5985576580	SAMEA7230529	2634560407	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490645	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230529	ERP123587	female	YAH-F12	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:10Z	public	ERS4990507	YAH-F12	SAMEA7230529	YAH-F12	1
PRJEB39998	ERR4554297	WGS	302	5999900138	SAMEA7230529	2671778461	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490645	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230529	ERP123587	female	YAH-F12	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:10Z	public	ERS4990507	YAH-F12	SAMEA7230529	YAH-F12	1
PRJEB39998	ERR4554298	WGS	302	5532836602	SAMEA7230529	2453174596	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490645	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230529	ERP123587	female	YAH-F12	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:10Z	public	ERS4990507	YAH-F12	SAMEA7230529	YAH-F12	1
PRJEB39998	ERR4554299	WGS	302	5567637572	SAMEA7230529	2496166128	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490645	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230529	ERP123587	female	YAH-F12	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:10Z	public	ERS4990507	YAH-F12	SAMEA7230529	YAH-F12	1
PRJEB39998	ERR4554300	WGS	302	8575721256	SAMEA7230529	3842129119	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490645	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230529	ERP123587	female	YAH-F12	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:10Z	public	ERS4990507	YAH-F12	SAMEA7230529	YAH-F12	1
PRJEB39998	ERR4554301	WGS	302	8594582364	SAMEA7230529	3807532514	UNIVERSITY COLLEGE LONDON	public	sra,fastq	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490645	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230529	ERP123587	female	YAH-F12	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:10Z	public	ERS4990507	YAH-F12	SAMEA7230529	YAH-F12	1
PRJEB39998	ERR4554302	WGS	302	6766271646	SAMEA7230529	3019928102	UNIVERSITY COLLEGE LONDON	public	sra,fastq	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490645	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230529	ERP123587	female	YAH-F12	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:10Z	public	ERS4990507	YAH-F12	SAMEA7230529	YAH-F12	1
PRJEB39998	ERR4554303	WGS	302	6762613520	SAMEA7230529	2983648447	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490645	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230529	ERP123587	female	YAH-F12	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:10Z	public	ERS4990507	YAH-F12	SAMEA7230529	YAH-F12	1
PRJEB39998	ERR4554314	WGS	302	8886112930	SAMEA7230476	3912287024	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490655	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230476	ERP123587	male	ARL-M15	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990454	ARL-M15	SAMEA7230476	ARL-M15	1
PRJEB39998	ERR4554315	WGS	302	6277391932	SAMEA7230476	2758840479	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490655	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230476	ERP123587	male	ARL-M15	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990454	ARL-M15	SAMEA7230476	ARL-M15	1
PRJEB39998	ERR4554316	WGS	302	6287311424	SAMEA7230476	2758744204	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490655	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230476	ERP123587	male	ARL-M15	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990454	ARL-M15	SAMEA7230476	ARL-M15	1
PRJEB39998	ERR4554317	WGS	302	7032125266	SAMEA7230476	3082825639	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490655	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230476	ERP123587	male	ARL-M15	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990454	ARL-M15	SAMEA7230476	ARL-M15	1
PRJEB39998	ERR4554318	WGS	302	7072711348	SAMEA7230476	3094604484	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490655	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230476	ERP123587	male	ARL-M15	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990454	ARL-M15	SAMEA7230476	ARL-M15	1
PRJEB39998	ERR4554319	WGS	302	6967927616	SAMEA7230476	3043655776	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490655	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230476	ERP123587	male	ARL-M15	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990454	ARL-M15	SAMEA7230476	ARL-M15	1
PRJEB39998	ERR4554320	WGS	302	6911764978	SAMEA7230476	3025030024	UNIVERSITY COLLEGE LONDON	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4490655	HiSeq X Ten	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2020-10-09T00:00:00Z	SAMEA7230476	ERP123587	male	ARL-M15	2020-10-08	2020-08-29	2020-10-08	2020-08-24	guppy	UNIVERSITY COLLEGE LONDON	UNIVERSITY COLLEGE LONDON	2020-10-08T17:06:27Z	2020-08-24T18:19:08Z	public	ERS4990454	ARL-M15	SAMEA7230476	ARL-M15	1
