BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	dev_stage	AGE	Ecotype	Biomaterial_provider	Collection_date	Replicate	use_species
PRJNA485198	SRR7662508	WGS	300	20203544148	SAMN09786208	8244657493	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4522999	Illumina HiSeq 3000	MFG3	PAIRED	RANDOM	GENOMIC	Ctenochromis_horei	ILLUMINA	2018-08-09T00:00:00Z	MFG3	SRP156808	Model organism or animal	male	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	Lufubu_River_3	0
PRJNA485198	SRR7662509	WGS	300	17286411178	SAMN09786211	7441010409	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4522998	Illumina HiSeq 3000	MFG6	PAIRED	RANDOM	GENOMIC	Ctenochromis_horei	ILLUMINA	2018-08-09T00:00:00Z	MFG6	SRP156808	Model organism or animal	male	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	Lufubu_River_6	0
PRJNA485198	SRR7662510	WGS	301	21660295614	SAMN09786210	8784422017	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4522997	Illumina HiSeq 3000	MFG5	PAIRED	RANDOM	GENOMIC	Ctenochromis_horei	ILLUMINA	2018-08-09T00:00:00Z	MFG5	SRP156808	Model organism or animal	male	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	Lufubu_River_5	0
PRJNA485198	SRR7662522	WGS	301	18508167047	SAMN09786222	7632407869	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4522985	Illumina HiSeq 3000	MIA2	PAIRED	RANDOM	GENOMIC	Ctenochromis_horei	ILLUMINA	2018-08-09T00:00:00Z	MIA2	SRP156808	Model organism or animal	female	fin	adult	missing	Ndole Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-11	Ndole_Lake_5	0
PRJNA485198	SRR7662524	WGS	302	21991458800	SAMN09786218	8863247056	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4522983	Illumina HiSeq 3000	MFI2	PAIRED	RANDOM	GENOMIC	Ctenochromis_horei	ILLUMINA	2018-08-09T00:00:00Z	MFI2	SRP156808	Model organism or animal	male	fin	adult	missing	Ndole Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-11	Ndole_Lake_1	0
PRJNA485198	SRR7662525	WGS	302	22152408190	SAMN09786219	8923737318	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4522982	Illumina HiSeq 3000	MFI4	PAIRED	RANDOM	GENOMIC	Ctenochromis_horei	ILLUMINA	2018-08-09T00:00:00Z	MFI4	SRP156808	Model organism or animal	male	fin	adult	missing	Ndole Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-11	Ndole_Lake_2	0
PRJNA485198	SRR7662526	WGS	302	24307729642	SAMN09786220	9845559982	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4522981	Illumina HiSeq 3000	MFI6	PAIRED	RANDOM	GENOMIC	Ctenochromis_horei	ILLUMINA	2018-08-09T00:00:00Z	MFI6	SRP156808	Model organism or animal	male	fin	adult	missing	Ndole Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-11	Ndole_Lake_3	0
PRJNA485198	SRR7662527	WGS	302	25652560406	SAMN09786221	10349835879	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4522980	Illumina HiSeq 3000	MFI7	PAIRED	RANDOM	GENOMIC	Ctenochromis_horei	ILLUMINA	2018-08-09T00:00:00Z	MFI7	SRP156808	Model organism or animal	male	fin	adult	missing	Ndole Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-11	Ndole_Lake_4	0
PRJNA485198	SRR7662528	WGS	302	19097050634	SAMN09786214	7789056577	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4522979	Illumina HiSeq 3000	MFG9	PAIRED	RANDOM	GENOMIC	Ctenochromis_horei	ILLUMINA	2018-08-09T00:00:00Z	MFG9	SRP156808	Model organism or animal	female	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	Lufubu_River_9	0
PRJNA485198	SRR7662529	WGS	302	20561786572	SAMN09786215	8300233618	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4522978	Illumina HiSeq 3000	MFH1	PAIRED	RANDOM	GENOMIC	Ctenochromis_horei	ILLUMINA	2018-08-09T00:00:00Z	MFH1	SRP156808	Model organism or animal	female	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	Lufubu_River_10	0
PRJNA485198	SRR7662530	WGS	302	16537973302	SAMN09786216	6731516929	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4522977	Illumina HiSeq 3000	MFH2	PAIRED	RANDOM	GENOMIC	Ctenochromis_horei	ILLUMINA	2018-08-09T00:00:00Z	MFH2	SRP156808	Model organism or animal	female	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	Lufubu_River_11	0
PRJNA485198	SRR7662531	WGS	302	21663844670	SAMN09786217	8713419485	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4522976	Illumina HiSeq 3000	MFH4	PAIRED	RANDOM	GENOMIC	Ctenochromis_horei	ILLUMINA	2018-08-09T00:00:00Z	MFH4	SRP156808	Model organism or animal	female	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	Lufubu_River_12	0
PRJNA485198	SRR7662364	WGS	301	23837686783	SAMN09786227	10146549692	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523143	Illumina HiSeq 3000	MIA9	PAIRED	RANDOM	GENOMIC	Ctenochromis_horei	ILLUMINA	2018-08-09T00:00:00Z	MIA9	SRP156808	Model organism or animal	female	fin	adult	missing	Ndole Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-11	Ndole_Lake_10	0
PRJNA485198	SRR7662523	WGS	301	19999808060	SAMN09786223	8270885557	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	SRX4522984	Illumina HiSeq 3000	MIA4	PAIRED	RANDOM	GENOMIC	Ctenochromis_horei	ILLUMINA	2018-08-09T00:00:00Z	MIA4	SRP156808	Model organism or animal	female	fin	adult	missing	Ndole Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-11	Ndole_Lake_6	0
