BioProject,BioSample,Organism,sex,Submitter_Id,Country,Continent,Locality,refGenome,refSpecies
PRJEB9057,SAMEA3334508,Corvus_cornix,missing,DNA_487,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334509,Corvus_cornix,missing,DNA_488,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334510,Corvus_cornix,missing,DNA_491,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334511,Corvus_cornix,missing,DNA_492,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334512,Corvus_cornix,missing,DNA_493,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334513,Corvus_cornix,missing,DNA_494,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334514,Corvus_cornix,missing,DNA_495,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334515,Corvus_cornix,missing,DNA_496,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334516,Corvus_cornix,missing,DNA_499,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334517,Corvus_cornix,missing,DNA_500,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334518,Corvus_cornix,missing,DNA_501,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334519,Corvus_cornix,missing,DNA_502,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334520,Corvus_cornix,missing,DNA_503,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334521,Corvus_cornix,missing,DNA_504,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334522,Corvus_cornix,missing,DNA_505,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334523,Corvus_cornix,missing,DNA_506,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334524,Corvus_cornix,missing,DNA_509,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334525,Corvus_cornix,missing,DNA_510,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334526,Corvus_cornix,missing,DNA_511,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334527,Corvus_cornix,missing,DNA_512,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334528,Corvus_cornix,missing,DNA_513,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334529,Corvus_cornix,missing,DNA_514,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334530,Corvus_cornix,missing,DNA_515,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334531,Corvus_cornix,missing,DNA_516,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334532,Corvus_cornix,missing,DNA_517,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334533,Corvus_cornix,missing,DNA_518,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334534,Corvus_cornix,missing,DNA_519,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334535,Corvus_cornix,missing,DNA_520,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334536,Corvus_cornix,missing,DNA_525,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334537,Corvus_cornix,missing,DNA_526,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334538,Corvus_cornix,missing,DNA_527,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334539,Corvus_cornix,missing,DNA_528,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334540,Corvus_cornix,missing,DNA_529,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334541,Corvus_cornix,missing,DNA_530,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334542,Corvus_cornix,missing,DNA_531,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334543,Corvus_cornix,missing,DNA_532,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334544,Corvus_cornix,missing,DNA_535,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334545,Corvus_cornix,missing,DNA_536,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334546,Corvus_cornix,missing,DNA_539,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334547,Corvus_cornix,missing,DNA_540,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334548,Corvus_cornix,missing,DNA_541,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334549,Corvus_cornix,missing,DNA_542,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334550,Corvus_cornix,missing,DNA_543,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334551,Corvus_cornix,missing,DNA_544,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334552,Corvus_cornix,missing,DNA_545,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334553,Corvus_cornix,missing,DNA_546,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334554,Corvus_cornix,missing,DNA_549,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334555,Corvus_cornix,missing,DNA_551,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334556,Corvus_cornix,missing,DNA_552,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334557,Corvus_cornix,missing,DNA_555,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334558,Corvus_cornix,missing,DNA_556,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334559,Corvus_cornix,missing,DNA_557,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA5089884,Corvus_cornix,male,IRL_Lm_H07,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA5089885,Corvus_cornix,female,IRL_Lm_H08,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA5089886,Corvus_cornix,female,IRL_Lm_H10,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA5089887,Corvus_cornix,male,IRL_Lm_H12,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA5089888,Corvus_cornix,female,IRL_Lm_H15,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA5089889,Corvus_cornix,male,IRL_Lm_H16,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
\n
PRJNA192205,SAMN02743819,Corvus_corone_corone,male,D_Ko_C04,Germany,Europe,Germany: Konstanz,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743820,Corvus_corone_corone,male,D_Ko_C05,Germany,Europe,Germany: Konstanz,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743821,Corvus_corone_corone,male,D_Ko_C08,Germany,Europe,Germany: Konstanz,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743822,Corvus_corone_corone,male,D_Ko_C11,Germany,Europe,Germany: Konstanz,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743823,Corvus_corone_corone,male,D_Ko_C13,Germany,Europe,Germany: Konstanz,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743824,Corvus_corone_corone,male,D_Ko_C15,Germany,Europe,Germany: Konstanz,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743825,Corvus_corone_corone,male,D_Ko_C19,Germany,Europe,Germany: Konstanz,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743826,Corvus_corone_corone,female,D_Ko_C20,Germany,Europe,Germany: Konstanz,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743827,Corvus_corone_corone,male,D_Ra_C01,Germany,Europe,Germany: Radolfzell,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743828,Corvus_corone_corone,male,D_Ra_C05,Germany,Europe,Germany: Radolfzell,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743829,Corvus_corone_corone,male,D_Ra_C06,Germany,Europe,Germany: Radolfzell,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743830,Corvus_corone_corone,male,D_Ra_C11,Germany,Europe,Germany: Radolfzell,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743831,Corvus_corone_corone,male,D_Ra_C14,Germany,Europe,Germany: Radolfzell,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743832,Corvus_corone_corone,male,D_Ra_C16,Germany,Europe,Germany: Radolfzell,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743833,Corvus_corone_corone,male,E_Vi_C01,Spain,Europe,Spain: Villaseca de la Sorriba,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743834,Corvus_corone_corone,male,E_Vi_C05,Spain,Europe,Spain: Villaseca de la Sorriba,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743835,Corvus_corone_corone,male,E_Vi_C08,Spain,Europe,Spain: Villaseca de la Sorriba,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743836,Corvus_corone_corone,male,E_Vi_C14,Spain,Europe,Spain: Villaseca de la Sorriba,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743837,Corvus_corone_corone,male,E_Vi_C19,Spain,Europe,Spain: Villaseca de la Sorriba,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743838,Corvus_corone_corone,male,E_Vi_C22,Spain,Europe,Spain: Villaseca de la Sorriba,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743839,Corvus_corone_corone,male,E_Vi_C23,Spain,Europe,Spain: Villaseca de la Sorriba,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743840,Corvus_corone_corone,male,E_Vi_C32,Spain,Europe,Spain: Villaseca de la Sorriba,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743841,Corvus_corone_corone,male,E_Vi_C37,Spain,Europe,Spain: Villaseca de la Sorriba,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743842,Corvus_corone_corone,male,E_Vi_C44,Spain,Europe,Spain: Villaseca de la Sorriba,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743843,Corvus_corone_corone,male,E_Vi_C46,Spain,Europe,Spain: Villaseca de la Sorriba,GCF_000738735.5,Corvus_cornix_cornix
PRJNA192205,SAMN02743844,Corvus_corone_corone,male,E_Vi_C48,Spain,Europe,Spain: Villaseca de la Sorriba,GCF_000738735.5,Corvus_cornix_cornix
