transcript	pN	pS	dN	dS	mk.raw.p.value	mk.odds.ni	dos
rna-XM_023953535.1	11.0	8.0	28.0	72.0	0.016061342611117174	3.5357142857142856	-0.29894736842105263
rna-XM_023953556.1	14.0	11.0	50.0	275.0	1.108563098859552e-05	7.0	-0.4061538461538462
rna-XM_023953555.1	14.0	11.0	51.0	276.0	1.2706442025790267e-05	6.887700534759358	-0.40403669724770647
rna-XM_023953559.1	14.0	11.0	50.0	266.0	1.529366721208589e-05	6.7709090909090905	-0.4017721518987342
rna-XM_023953562.1	12.0	10.0	51.0	206.0	0.000665633082224813	4.847058823529411	-0.3470109656880085
rna-XM_023953567.1	19.0	20.0	100.0	293.0	0.004075515470967768	2.7835	-0.23272656097083577
rna-XM_023953570.1	19.0	20.0	98.0	291.0	0.003946526201510177	2.820918367346939	-0.23525146661393448
rna-XM_023953573.1	2.0	1.0	5.0	49.0	0.03708133971291866	19.6	-0.5740740740740741
rna-XM_020701342.2	11.0	9.0	13.0	15.0	0.770160207175819	1.4102564102564104	-0.08571428571428574
rna-XM_020701343.2	11.0	9.0	13.0	15.0	0.770160207175819	1.4102564102564104	-0.08571428571428574
rna-XM_020701344.2	11.0	9.0	13.0	15.0	0.770160207175819	1.4102564102564104	-0.08571428571428574
rna-XM_020701346.2	9.0	8.0	13.0	15.0	0.7631037223084101	1.2980769230769231	-0.06512605042016806
rna-XM_020701345.2	10.0	9.0	13.0	15.0	0.770160207175819	1.2820512820512822	-0.06203007518796988
rna-XM_023953587.1	7.0	5.0	24.5	68.5	0.03924902081042703	3.966666666666667	-0.3198924731182796
rna-XM_023953580.1	9.0	5.0	30.5	70.5	0.016362992545394306	4.2	-0.34087694483734093
rna-XM_023953584.1	9.0	5.0	30.5	70.5	0.016362992545394306	4.2	-0.34087694483734093
rna-XM_023953626.1	1.0	2.0	1.0	94.0	0.060593309488743946	47.0	-0.32280701754385965
rna-XM_023953622.1	1.0	2.0	1.0	94.0	0.060593309488743946	47.0	-0.32280701754385965
rna-XM_023953631.1	0.0	2.0	1.0	94.0	1.0	0.0	0.010526315789473684
rna-XM_023953632.1	0.0	1.0	2.0	30.0	1.0	0.0	0.0625
rna-XM_023953642.1	2.0	1.0	4.5	9.5	0.5178571428571428	4.5	-0.3452380952380952
rna-XM_023953639.1	5.0	1.0	11.5	9.5	0.3523867436910916	4.090909090909091	-0.2857142857142857
rna-XM_004085357.4	5.0	6.0	9.5	38.5	0.11230266559020052	3.5185185185185186	-0.25662878787878785
rna-XM_020700773.2	5.0	7.0	9.5	38.5	0.13286402681227313	3.015873015873016	-0.21875000000000003
rna-XM_020700772.2	5.0	7.0	9.5	38.5	0.13286402681227313	3.015873015873016	-0.21875000000000003
rna-XM_020700774.2	5.0	6.0	9.5	38.5	0.11230266559020052	3.5185185185185186	-0.25662878787878785
rna-XM_023953646.1	3.0	6.0	76.5	140.5	1.0	0.9210526315789473	0.019201228878648224
rna-XM_023953645.1	3.0	6.0	77.5	140.5	1.0	0.9090909090909091	0.022171253822629966
rna-XM_023953651.1	20.0	4.0	53.5	65.5	0.0006244574144191156	6.132075471698113	-0.38375350140056025
rna-XM_023953653.1	20.0	4.0	53.5	62.5	0.0012749089773898773	5.849056603773585	-0.3721264367816092
rna-XM_023953656.1	19.0	4.0	46.0	62.0	0.0004967684161062687	6.4021739130434785	-0.4001610305958132
rna-XM_004085307.4	0.0	3.0	0.0	23.0	1.0	nan	0.0
rna-XM_023953678.1	5.0	5.0	9.0	21.0	0.27793446222613305	2.3333333333333335	-0.2
rna-XM_023953674.1	4.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_023953666.1	4.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_023953699.1	9.0	8.0	36.5	39.5	0.7916210995332171	1.21875	-0.04914860681114552
rna-XM_023953700.1	9.0	8.0	26.5	39.5	0.41273359576779645	1.6875	-0.12789661319073087
rna-XM_020700597.2	9.0	9.0	36.5	39.5	1.0	1.0833333333333333	-0.019736842105263164
rna-XM_020700598.2	9.0	9.0	26.5	39.5	0.5906244383965928	1.5	-0.09848484848484851
rna-XM_023953742.1	0.0	1.0	8.0	7.0	1.0	0.0	0.5333333333333333
rna-XM_020700595.2	5.0	1.0	45.0	53.0	0.10289495210558702	5.888888888888889	-0.3741496598639456
rna-XM_023953693.1	5.0	1.0	45.0	53.0	0.10289495210558702	5.888888888888889	-0.3741496598639456
rna-XM_023953685.1	5.0	1.0	45.0	53.0	0.10289495210558702	5.888888888888889	-0.3741496598639456
rna-XM_004085199.3	5.0	1.0	45.0	53.0	0.10289495210558702	5.888888888888889	-0.3741496598639456
rna-XM_023953723.1	2.0	4.0	3.0	17.0	0.5580723624201885	2.8333333333333335	-0.18333333333333332
rna-XM_023953728.1	2.0	4.0	3.0	17.0	0.5580723624201885	2.8333333333333335	-0.18333333333333332
rna-XM_023953736.1	2.0	3.0	3.0	17.0	0.2522303783173348	3.7777777777777777	-0.25
rna-XM_011493780.3	3.0	2.0	13.5	14.5	1.0	1.6153846153846154	-0.11785714285714283
rna-XM_004085374.4	8.0	5.0	16.0	15.0	0.7415996338287885	1.5	-0.09925558312655092
rna-XM_020700793.2	6.0	5.0	16.0	15.0	1.0	1.125	-0.029325513196480912
rna-XM_020700794.2	3.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_023953746.1	23.0	22.0	71.5	27.5	0.014611761237973957	0.3975672215108835	0.21111111111111114
rna-XM_004085415.4	2.0	2.0	3.5	12.5	0.27218782249742	4.0	-0.28125
rna-XM_004085417.4	10.0	4.0	22.5	12.5	0.745983993848349	1.3636363636363635	-0.0714285714285714
rna-XM_023953771.1	4.0	5.0	3.0	3.0	1.0	0.8	0.05555555555555558
rna-XM_023953761.1	6.0	6.0	3.0	3.0	1.0	1.0	0.0
rna-XM_023953803.1	3.0	4.0	16.0	10.0	0.4220542465814991	0.46875	0.18681318681318687
rna-XM_023953796.1	3.0	4.0	16.0	10.0	0.4220542465814991	0.46875	0.18681318681318687
rna-XM_023953812.1	2.0	3.0	15.0	9.0	0.6220790703549324	0.4	0.22499999999999998
rna-XM_023953818.1	1.0	0.0	2.0	16.0	0.15789473684210528	inf	-0.8888888888888888
rna-XM_004085379.3	0.0	2.0	3.5	4.5	0.5000000000000001	0.0	0.4375
rna-XM_023953825.1	12.0	12.0	28.0	46.0	0.3429875408713021	1.6428571428571428	-0.1216216216216216
rna-XM_023953824.1	12.0	12.0	28.0	46.0	0.3429875408713021	1.6428571428571428	-0.1216216216216216
rna-XM_011494206.3	2.0	3.0	10.0	44.0	0.2660735708353292	2.933333333333333	-0.21481481481481485
rna-XM_023953826.1	4.0	3.0	11.5	47.5	0.04408183874254197	5.696969696969697	-0.3765133171912832
rna-XM_023953827.1	1.0	1.0	3.0	12.0	0.4264705882352941	4.0	-0.3
rna-XM_023953828.1	1.0	1.0	3.0	12.0	0.4264705882352941	4.0	-0.3
rna-XM_023953829.1	6.0	8.0	41.0	38.0	0.5744550637073843	0.6951219512195121	0.09041591320072334
rna-XM_011493311.3	5.0	4.0	15.5	54.5	0.0433717619131472	4.5	-0.33412698412698416
rna-XM_011493313.3	1.0	4.0	11.5	48.5	1.0	1.0909090909090908	-0.008333333333333331
rna-XM_023953839.1	2.0	3.0	13.0	18.0	1.0	0.9230769230769231	0.019354838709677413
rna-XM_023953830.1	3.0	11.0	30.5	146.5	0.713670453216649	1.3272727272727274	-0.04196933010492332
rna-XM_023953831.1	3.0	11.0	30.5	146.5	0.713670453216649	1.3272727272727274	-0.04196933010492332
rna-XM_023953832.1	3.0	11.0	30.5	146.5	0.713670453216649	1.3272727272727274	-0.04196933010492332
rna-XM_023953833.1	3.0	9.0	27.0	135.0	0.4368462414049539	1.6666666666666667	-0.08333333333333334
rna-XM_020700139.2	0.0	1.0	7.0	41.0	1.0	0.0	0.14583333333333334
rna-XM_020700140.2	0.0	1.0	7.0	41.0	1.0	0.0	0.14583333333333334
rna-XM_020700138.2	1.0	1.0	11.0	42.0	0.3919191919191919	3.8181818181818183	-0.29245283018867924
rna-XM_023953849.1	0.0	8.0	8.0	9.0	0.026123939625083793	0.0	0.47058823529411764
rna-XM_023953851.1	5.0	6.0	21.5	48.5	0.32416377533148355	1.9047619047619047	-0.14740259740259737
rna-XM_023953861.1	18.0	14.0	48.0	64.0	0.22805674563016365	1.7142857142857142	-0.13392857142857145
rna-XM_023953873.1	18.0	14.0	48.0	64.0	0.22805674563016365	1.7142857142857142	-0.13392857142857145
rna-XM_023953857.1	18.0	14.0	48.0	64.0	0.22805674563016365	1.7142857142857142	-0.13392857142857145
rna-XM_023953866.1	18.0	14.0	48.0	64.0	0.22805674563016365	1.7142857142857142	-0.13392857142857145
rna-XM_023953869.1	18.0	14.0	48.0	64.0	0.22805674563016365	1.7142857142857142	-0.13392857142857145
rna-XM_023953855.1	18.0	14.0	48.0	64.0	0.22805674563016365	1.7142857142857142	-0.13392857142857145
rna-XM_011492905.3	1.0	5.0	3.0	30.0	0.5024984498668709	2.0	-0.07575757575757575
rna-XM_004084618.4	1.0	5.0	3.0	30.0	0.5024984498668709	2.0	-0.07575757575757575
rna-XM_023953883.1	6.0	13.0	13.0	59.0	0.21430694164959835	2.094674556213018	-0.13523391812865496
rna-XM_004084616.4	11.0	3.0	57.0	39.0	0.24122862359231087	2.508771929824561	-0.1919642857142857
rna-XM_011492902.2	13.0	5.0	29.0	9.0	0.7507955057389034	0.8068965517241379	0.040935672514619936
rna-XM_004084615.4	26.0	8.0	16.5	6.5	0.7620473461793091	1.21875	-0.04731457800511507
rna-XM_023953853.1	72.0	74.0	182.0	186.0	1.0	0.9943569943569943	0.0014145324597975018
rna-XM_023953854.1	72.0	74.0	182.0	186.0	1.0	0.9943569943569943	0.0014145324597975018
rna-XM_020702381.2	5.0	4.0	11.0	9.0	1.0	1.0227272727272727	-0.005555555555555536
rna-XM_020702408.2	5.0	4.0	11.0	9.0	1.0	1.0227272727272727	-0.005555555555555536
rna-XM_020702453.2	5.0	4.0	6.0	7.0	1.0	1.4583333333333333	-0.09401709401709402
rna-XM_011488760.3	3.0	6.0	43.5	46.5	0.4946771270171765	0.5348837209302325	0.15000000000000002
rna-XM_023953963.1	1.0	4.0	10.0	29.0	1.0	0.725	0.056410256410256376
rna-XM_023953945.1	12.0	11.0	16.0	76.0	0.0018328474349501283	5.181818181818182	-0.34782608695652173
rna-XM_023953932.1	12.0	11.0	16.0	76.0	0.0018328474349501283	5.181818181818182	-0.34782608695652173
rna-XM_023953939.1	12.0	11.0	16.0	76.0	0.0018328474349501283	5.181818181818182	-0.34782608695652173
rna-XM_011475014.3	1.0	5.0	30.5	47.5	0.403289636195635	0.31333333333333335	0.22435897435897437
rna-XM_011476048.3	1.0	5.0	30.5	47.5	0.403289636195635	0.31333333333333335	0.22435897435897437
rna-XM_011475567.3	1.0	5.0	30.5	47.5	0.403289636195635	0.31333333333333335	0.22435897435897437
rna-XM_023953930.1	13.0	21.0	18.0	134.0	0.0006066443948093738	4.608465608465608	-0.26393188854489164
rna-XM_023953974.1	1.0	0.0	1.0	0.0	1.0	nan	0.0
rna-XM_023953972.1	1.0	0.0	1.0	0.0	1.0	nan	0.0
rna-XM_023953981.1	2.0	3.0	15.5	62.5	0.2754508135798658	2.7555555555555555	-0.20128205128205132
rna-XM_023956202.1	16.0	11.0	0.0	0.0	1.0	nan	NA
rna-XM_004065471.4	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_004065472.4	0.0	6.0	0.0	4.0	1.0	nan	0.0
rna-XM_020706802.2	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_023957840.1	4.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_011493434.3	1.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_023959082.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_004085048.4	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_023959610.1	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_004065473.4	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_011474969.3	26.0	4.0	8.0	2.0	0.6287339971550499	1.625	-0.06666666666666665
rna-XM_023959730.1	0.0	2.0	1.0	3.0	1.0	0.0	0.25
rna-XM_023957651.1	7.0	10.0	30.5	53.5	0.784729277861141	1.2366666666666666	-0.04866946778711484
rna-XM_023957698.1	7.0	10.0	30.5	53.5	0.784729277861141	1.2366666666666666	-0.04866946778711484
rna-XM_023957674.1	7.0	10.0	30.5	53.5	0.784729277861141	1.2366666666666666	-0.04866946778711484
rna-XM_011474842.3	5.0	5.0	19.0	70.0	0.059226070629753186	3.6842105263157894	-0.2865168539325843
rna-XM_011489086.3	4.0	6.0	16.0	51.0	0.2750300233543948	2.125	-0.1611940298507463
rna-XM_023958210.1	8.0	3.0	20.0	27.0	0.09812614221458196	3.6	-0.30174081237911027
rna-XM_004065474.4	3.0	2.0	6.5	47.5	0.022933509321894075	11.75	-0.47962962962962963
rna-XM_011489150.3	4.0	9.0	29.5	68.5	1.0	1.0421455938697317	-0.006671899529042402
rna-XM_023958047.1	8.0	6.0	2.0	13.0	0.02093953023488256	8.666666666666666	-0.4380952380952381
rna-XM_004065475.4	1.0	2.0	2.0	6.0	1.0	1.5	-0.08333333333333331
rna-XM_023956803.1	6.0	6.0	15.0	71.0	0.01903305001191887	4.733333333333333	-0.32558139534883723
rna-XM_023955750.1	18.0	23.0	50.0	126.0	0.06273708416721947	1.9721739130434783	-0.15493348115299332
rna-XM_023957570.1	8.0	10.0	17.0	47.0	0.1590177050259049	2.211764705882353	-0.17881944444444442
rna-XM_023957552.1	8.0	10.0	17.0	47.0	0.1590177050259049	2.211764705882353	-0.17881944444444442
rna-XM_020706729.2	5.0	3.0	15.0	26.0	0.24451293602381097	2.888888888888889	-0.25914634146341464
rna-XM_020706726.2	5.0	3.0	15.0	28.0	0.2367021688837001	3.111111111111111	-0.2761627906976744
rna-XM_023956595.1	4.0	9.0	23.0	82.0	0.4909926138823422	1.5845410628019323	-0.08864468864468866
rna-XM_023956997.1	4.0	10.0	15.0	74.0	0.28485042755185036	1.9733333333333334	-0.11717495987158907
rna-XM_020706576.2	0.0	12.0	10.0	145.0	1.0	0.0	0.06451612903225806
rna-XM_004065477.4	0.0	12.0	9.0	145.0	1.0	0.0	0.05844155844155844
rna-XM_023955925.1	27.0	19.0	31.0	148.0	7.18576649566902e-08	6.784380305602716	-0.41377216419723106
rna-XM_023955971.1	27.0	19.0	31.0	148.0	7.18576649566902e-08	6.784380305602716	-0.41377216419723106
rna-XM_023956009.1	21.0	19.0	28.0	132.0	1.760171900833179e-05	5.2105263157894735	-0.35000000000000003
rna-XM_023955939.1	26.0	19.0	29.5	150.5	6.01490835473368e-08	7.078039927404719	-0.41388888888888886
rna-XM_023956505.1	14.0	15.0	44.5	53.5	0.8337337389890532	1.1242424242424243	-0.028676988036593964
rna-XM_020706599.2	8.0	3.0	71.5	103.5	0.056830726039332535	3.868544600938967	-0.3187012987012987
rna-XM_023956754.1	5.0	3.0	63.5	102.5	0.26575436398239105	2.6984126984126986	-0.2424698795180723
rna-XM_004065576.4	6.0	3.0	64.5	103.5	0.1583280174776065	3.21875	-0.2827380952380952
rna-XM_004065479.4	1.0	3.0	2.0	10.0	1.0	1.6666666666666667	-0.08333333333333334
rna-XM_023956625.1	7.0	11.0	18.0	62.0	0.22901276793930914	2.191919191919192	-0.1638888888888889
rna-XM_011473733.2	8.0	4.0	39.5	30.5	0.7525612561557031	1.5384615384615385	-0.10238095238095235
rna-XM_011473791.2	8.0	4.0	39.5	30.5	0.7525612561557031	1.5384615384615385	-0.10238095238095235
rna-XM_011473853.3	8.0	4.0	39.5	30.5	0.7525612561557031	1.5384615384615385	-0.10238095238095235
rna-XM_004065480.4	8.0	4.0	39.5	30.5	0.7525612561557031	1.5384615384615385	-0.10238095238095235
rna-XM_004065481.2	0.0	0.0	22.0	37.0	1.0	nan	NA
rna-XM_023955641.1	9.0	7.0	132.5	89.5	0.7971370278499846	0.8668831168831169	0.03434684684684686
rna-XM_023955872.1	21.0	18.0	89.5	157.5	0.05038098116038214	2.0580524344569286	-0.17611336032388664
rna-XM_023955787.1	21.0	18.0	89.5	157.5	0.05038098116038214	2.0580524344569286	-0.17611336032388664
rna-XM_023955822.1	21.0	18.0	89.5	157.5	0.05038098116038214	2.0580524344569286	-0.17611336032388664
rna-XM_004065482.4	2.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_023958621.1	2.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_011492306.3	10.0	5.0	18.5	94.5	8.779662141978179e-05	10.444444444444445	-0.5029498525073746
rna-XM_011491868.3	10.0	5.0	18.5	94.5	8.779662141978179e-05	10.444444444444445	-0.5029498525073746
rna-XM_023957220.1	10.0	5.0	18.5	94.5	8.779662141978179e-05	10.444444444444445	-0.5029498525073746
rna-XM_011491405.3	12.0	5.0	18.5	94.5	9.403617193508047e-06	12.533333333333333	-0.5421655387818844
rna-XM_011490439.3	12.0	5.0	18.5	94.5	9.403617193508047e-06	12.533333333333333	-0.5421655387818844
rna-XM_023956464.1	25.0	8.0	0.0	0.0	1.0	nan	NA
rna-XM_023956556.1	3.0	8.0	25.5	48.5	0.7443488617117011	0.72	0.07186732186732187
rna-XM_023956542.1	3.0	8.0	25.5	51.5	1.0	0.765	0.05844155844155846
rna-XM_023955709.1	3.0	10.0	30.0	92.0	1.0	0.92	0.015132408575031508
rna-XM_023955662.1	10.0	13.0	98.0	212.0	0.25399384174421086	1.664050235478807	-0.11865357643758767
rna-XM_023955698.1	10.0	13.0	95.0	208.0	0.2509475449552718	1.6842105263157894	-0.12125125556033861
rna-XM_004065483.4	3.0	2.0	7.0	28.0	0.08928766823503669	6.0	-0.39999999999999997
rna-XM_023956256.1	0.0	8.0	16.5	111.5	0.595344490743406	0.0	0.12890625
rna-XM_004065485.3	2.0	1.0	12.0	35.0	0.18571428571428575	5.833333333333333	-0.41134751773049644
rna-XM_004065486.4	2.0	4.0	18.0	28.0	1.0	0.7777777777777778	0.05797101449275366
rna-XM_023957896.1	3.0	3.0	9.5	25.5	0.3406827880512092	2.7777777777777777	-0.2285714285714286
rna-XM_023957515.1	18.0	9.0	0.0	0.0	1.0	nan	NA
rna-XM_023956951.1	20.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_023956907.1	20.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_023956867.1	21.0	6.0	2.0	1.0	1.0	1.75	-0.11111111111111116
rna-XM_023957462.1	44.0	8.0	0.0	0.0	1.0	nan	NA
rna-XM_023957486.1	28.0	9.0	2.0	0.0	1.0	0.0	0.2432432432432432
rna-XM_011485604.3	26.0	12.0	0.0	0.0	1.0	nan	NA
rna-XM_011484369.3	12.0	16.0	22.0	54.0	0.23875674530660057	1.8409090909090908	-0.13909774436090222
rna-XM_004065487.4	10.0	15.0	22.0	54.0	0.3288319126784778	1.6363636363636365	-0.1105263157894737
rna-XM_020706712.2	5.0	4.0	31.5	30.5	1.0	1.2096774193548387	-0.04749103942652333
rna-XM_023958531.1	5.0	4.0	31.5	30.5	1.0	1.2096774193548387	-0.04749103942652333
rna-XM_020706713.2	5.0	4.0	31.5	30.5	1.0	1.2096774193548387	-0.04749103942652333
rna-XM_004065488.4	0.0	5.0	0.0	22.0	1.0	nan	0.0
rna-XM_023956223.1	23.0	33.0	54.0	124.0	0.14505966987577734	1.6004489337822672	-0.10734349919743175
rna-XM_023957335.1	5.0	14.0	32.0	83.0	1.0	0.9263392857142857	0.015102974828375304
rna-XM_004085049.4	5.0	14.0	32.0	83.0	1.0	0.9263392857142857	0.015102974828375304
rna-XM_004085047.4	3.0	9.0	24.0	60.0	1.0	0.8333333333333334	0.0357142857142857
rna-XM_011493439.3	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_023959543.1	2.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_011480631.3	0.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_011479912.3	0.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_004065491.4	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_004065495.4	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_023957743.1	6.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_023957762.1	6.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_023958945.1	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_004065494.4	0.0	5.0	0.0	14.0	1.0	nan	0.0
rna-XM_004065492.4	0.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_011475568.3	2.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_004065493.4	0.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_004065588.4	11.0	14.0	35.5	61.5	0.4972260621212533	1.3693877551020408	-0.07402061855670106
rna-XM_020706733.2	74.0	25.0	37.0	28.0	0.025967514558169896	2.24	-0.1782439782439783
rna-XM_023957047.1	55.0	8.0	13.5	7.5	0.04149849905388369	3.701923076923077	-0.23015873015873012
rna-XM_020706788.2	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_023959663.1	0.0	16.0	0.0	0.0	1.0	nan	NA
rna-XM_023958807.1	0.0	0.0	2.0	0.0	1.0	nan	NA
rna-XM_004065496.4	23.0	20.0	80.0	63.0	0.8615039561486945	0.905625	0.024556838510326973
rna-XM_023954001.1	0.0	12.0	10.0	45.0	0.18827168923946253	0.0	0.18181818181818182
rna-XM_023953992.1	0.0	12.0	10.0	45.0	0.18827168923946253	0.0	0.18181818181818182
rna-XM_004065500.4	2.0	4.0	9.5	10.5	0.6608695652173912	0.5555555555555556	0.14166666666666666
rna-XM_020702949.2	5.0	3.0	16.0	22.0	0.43903893421760687	2.2916666666666665	-0.20394736842105265
rna-XM_023954019.1	6.0	3.0	17.0	22.0	0.2786564246147163	2.588235294117647	-0.23076923076923073
rna-XM_023954026.1	5.0	3.0	16.0	22.0	0.43903893421760687	2.2916666666666665	-0.20394736842105265
rna-XM_023954032.1	2.0	12.0	31.0	95.0	0.5194260954091656	0.510752688172043	0.10317460317460317
rna-XM_023954031.1	2.0	12.0	31.0	95.0	0.5194260954091656	0.510752688172043	0.10317460317460317
rna-XM_004065591.4	11.0	5.0	42.0	32.0	0.4168839008221169	1.6761904761904762	-0.11993243243243246
rna-XM_020703061.2	0.0	8.0	5.0	67.0	1.0	0.0	0.06944444444444445
rna-XM_023954043.1	8.0	8.0	17.0	64.0	0.026038099266610774	3.764705882352941	-0.29012345679012347
rna-XM_023954039.1	8.0	8.0	17.0	64.0	0.026038099266610774	3.764705882352941	-0.29012345679012347
rna-XM_023954045.1	8.0	8.0	17.0	63.0	0.02711514478879145	3.7058823529411766	-0.2875
rna-XM_011476978.3	6.0	2.0	17.0	23.0	0.12996195770963154	4.0588235294117645	-0.325
rna-XM_004065502.3	0.0	0.0	13.0	7.0	1.0	nan	NA
rna-XM_020703392.2	0.0	0.0	13.0	7.0	1.0	nan	NA
rna-XM_020703310.2	0.0	0.0	13.0	7.0	1.0	nan	NA
rna-XM_020703353.2	0.0	0.0	13.0	7.0	1.0	nan	NA
rna-XM_004065503.4	11.0	8.0	28.0	66.0	0.0320901496014189	3.2410714285714284	-0.28107502799552075
rna-XM_011477126.3	1.0	6.0	22.0	49.0	0.6668587657592705	0.3712121212121212	0.1670020120724346
rna-XM_004065504.4	1.0	6.0	22.0	49.0	0.6668587657592705	0.3712121212121212	0.1670020120724346
rna-XM_023954089.1	17.0	16.0	72.5	121.5	0.12832437676113323	1.7855902777777777	-0.14144017494532957
rna-XM_023954087.1	17.0	16.0	72.5	121.5	0.12832437676113323	1.7855902777777777	-0.14144017494532957
rna-XM_011477400.2	8.0	4.0	15.0	9.0	1.0	1.2	-0.04166666666666663
rna-XM_004065506.4	6.0	11.0	18.166666666666664	70.83333333333333	0.21098538357488517	2.121212121212121	-0.14882132628332237
rna-XM_020703598.2	6.0	11.0	19.166666666666664	71.83333333333333	0.22049410194071475	2.0382775119617227	-0.14231846584787766
rna-XM_020703632.2	6.0	11.0	19.166666666666664	71.83333333333333	0.22049410194071475	2.0382775119617227	-0.14231846584787766
rna-XM_020703688.2	5.0	11.0	17.166666666666664	69.83333333333333	0.32810630524768697	1.8449197860962567	-0.11518199233716478
rna-XM_020703762.2	0.0	4.0	2.0	48.0	1.0	0.0	0.04
rna-XM_020703732.2	0.0	4.0	2.0	49.0	1.0	0.0	0.0392156862745098
rna-XM_011477718.3	6.0	19.0	100.0	167.0	0.2002118834950247	0.5273684210526316	0.13453183520599254
