BioSample,LibraryName,refGenome,Run,Organism,BioProject
SAMN17125936,BDSW200013116,GCF_000337955.1,SRR13381401,Falco_peregrinus,PRJNA686418
SAMN17132315,BDSW200013109,GCF_000337955.1,SRR13311279,Falco_peregrinus,PRJNA686418
SAMN17169283,BDSW200013119,GCF_000337955.1,SRR13311280,Falco_peregrinus,PRJNA686418
SAMN17134049,BDSW200013111,GCF_000337955.1,SRR13311281,Falco_peregrinus,PRJNA686418
SAMN17125946,BDSW200013120,GCF_000337955.1,SRR13311282,Falco_peregrinus,PRJNA686418
SAMN17125933,BDSW200013118,GCF_000337955.1,SRR13311299,Falco_peregrinus,PRJNA686418
SAMN17125939,BDSW200013121,GCF_000337955.1,SRR13311495,Falco_peregrinus,PRJNA686418
SAMN17155198,H3C5MDSXY,GCF_000337955.1,SRR13316926,Falco_peregrinus,PRJNA686418
SAMN17155199,H3C5MDSXY,GCF_000337955.1,SRR13316928,Falco_peregrinus,PRJNA686418
SAMN17117209,BDSW200013093,GCF_000337955.1,SRR13320258,Falco_peregrinus,PRJNA686418
SAMN17120643,BDSW200013098,GCF_000337955.1,SRR13336266,Falco_peregrinus,PRJNA686418
SAMN17189680,BDSW200013097,GCF_000337955.1,SRR13336267,Falco_peregrinus,PRJNA686418
SAMN17125935,FALjfjRAEDIAAPEI,GCF_000337955.1,SRR13279231,Falco_peregrinus,PRJNA686418
SAMN17132248,FALjfjRAWDIAAPEI,GCF_000337955.1,SRR13284634,Falco_peregrinus,PRJNA686418
SAMN17188551,BDSW200013095,GCF_000337955.1,SRR13334593,Falco_peregrinus,PRJNA686418
SAMN17132232,BDSW200013105,GCF_000337955.1,SRR13376032,Falco_peregrinus,PRJNA686418
SAMN17117209,H3C5MDSXY,GCF_000337955.1,SRR13274499,Falco_peregrinus,PRJNA686418
SAMN17125935,BDSW200013117,GCF_000337955.1,SRR13308152,Falco_peregrinus,PRJNA686418
