BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	dev_stage	AGE	Ecotype	Biomaterial_provider	Collection_date	Replicate	use_species
PRJNA485198	SRR7662390	WGS	302	20381296876	SAMN09786242	9318387542	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523117	Illumina HiSeq 3000	KZD7	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KZD7	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_1	0
PRJNA485198	SRR7662391	WGS	302	15451768694	SAMN09786243	7449213627	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523116	Illumina HiSeq 3000	KZD8	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KZD8	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_2	0
PRJNA485198	SRR7662396	WGS	302	20689240840	SAMN09786248	9398706237	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523111	Illumina HiSeq 3000	KZE8	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KZE8	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_7	0
PRJNA485198	SRR7662397	WGS	302	14122982586	SAMN09786251	6483486508	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523110	Illumina HiSeq 3000	KZF3	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KZF3	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_10	0
PRJNA485198	SRR7662398	WGS	302	18309746902	SAMN09786250	8433193829	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523109	Illumina HiSeq 3000	KZF2	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KZF2	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_9	0
PRJNA485198	SRR7662399	WGS	302	17847355608	SAMN09786245	8288663612	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523108	Illumina HiSeq 3000	KZE3	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KZE3	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_4	0
PRJNA485198	SRR7662401	WGS	302	17160311346	SAMN09786247	7820122453	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523106	Illumina HiSeq 3000	KZE7	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KZE7	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_6	0
PRJNA485198	SRR7662402	WGS	302	20170862068	SAMN09786246	9235836456	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523105	Illumina HiSeq 3000	KZE5	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KZE5	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_5	0
PRJNA485198	SRR7662403	WGS	302	15848269628	SAMN09786253	7236758401	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523104	Illumina HiSeq 3000	KZF6	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KZF6	SRP156808	Model organism or animal	missing	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_12	0
PRJNA485198	SRR7662404	WGS	302	17218181492	SAMN09786252	7885082828	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523103	Illumina HiSeq 3000	KZF4	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KZF4	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_11	0
PRJNA485198	SRR7662516	WGS	302	18544593276	SAMN09786249	8829939430	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4522991	Illumina HiSeq 3000	KZE9	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KZE9	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_8	0
PRJNA485198	SRR7662384	WGS	302	15829477980	SAMN09786238	7262198592	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523123	Illumina HiSeq 3000	KBH1	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KBH1	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_River_9	0
PRJNA485198	SRR7662400	WGS	302	15388124308	SAMN09786244	7171733610	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523107	Illumina HiSeq 3000	KZE2	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KZE2	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_3	0
PRJNA485198	SRR7662369	WGS	302	20189613550	SAMN09786230	9378833922	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,s3.us-east-1,ncbi.public	SRX4523138	Illumina HiSeq 3000	KBA6	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KBA6	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_River_1	0
