BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	ArrayExpress-SPECIES	Alias	ENA_CHECKLIST	use_species
PRJEB15289	ERR1749452	WGS	302	33059341738	SAMEA4032131	14269942061	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818632	HiSeq X Ten	DN461234K:A10	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	d8e124f0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	0
PRJEB15289	ERR1749454	WGS	302	31532999310	SAMEA4032132	13546423829	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818634	HiSeq X Ten	DN461234K:C10	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	d901a540-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	0
PRJEB15289	ERR1749456	WGS	302	26016037942	SAMEA4033326	11418217491	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818636	HiSeq X Ten	DN461234K:E10	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	d9320410-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	0
PRJEB15289	ERR1749467	WGS	302	31292027772	SAMEA4032046	13717546384	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818647	HiSeq X Ten	DN461233J:C4	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	ca859b70-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	0
PRJEB15289	ERR1749468	WGS	302	34020213326	SAMEA4033260	14789671469	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818648	HiSeq X Ten	DN461233J:D4	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	ca9e5390-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	0
PRJEB15289	ERR1749470	WGS	302	31025248220	SAMEA4033261	13797509381	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818650	HiSeq X Ten	DN461233J:F4	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	cab1b480-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	0
PRJEB15289	ERR1749472	WGS	302	29238810708	SAMEA4033262	12927516070	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818652	HiSeq X Ten	DN461233J:H4	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	cac75f60-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	0
PRJEB15289	ERR1749451	WGS	302	38743509030	SAMEA4032130	16240040386	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818631	HiSeq X Ten	DN461234K:G9	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	d8cd75e0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	0
PRJEB15289	ERR1749453	WGS	302	40049510144	SAMEA4033324	17340647879	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818633	HiSeq X Ten	DN461234K:B10	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	d8f2ff40-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	0
PRJEB15289	ERR1749455	WGS	302	27531312070	SAMEA4033325	11882605754	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818635	HiSeq X Ten	DN461234K:D10	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	d90b9050-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	0
PRJEB15289	ERR1749457	WGS	302	27999362542	SAMEA4032134	12053650824	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818637	HiSeq X Ten	DN461234K:F10	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	d93c6450-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	0
PRJEB15289	ERR1749469	WGS	302	34427438884	SAMEA4032047	15115062310	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818649	HiSeq X Ten	DN461233J:E4	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	caa81790-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	0
PRJEB15289	ERR1749471	WGS	302	27749771622	SAMEA4032048	12382808668	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818651	HiSeq X Ten	DN461233J:G4	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	cabd9b60-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	0
PRJEB15289	ERR1749473	WGS	302	32422463602	SAMEA4032049	13983533782	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818653	HiSeq X Ten	DN461233J:A5	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	cad12360-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	0
PRJEB15289	ERR1749474	WGS	302	30179240822	SAMEA4033263	13015797246	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818654	HiSeq X Ten	DN461233J:B5	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	cadeb7f0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	0
PRJEB15289	ERR1749475	WGS	302	35057801672	SAMEA4032050	14872782308	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818655	HiSeq X Ten	DN461233J:C5	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	cae8ca10-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	0
PRJEB15289	ERR1743782	WGS	302	29319131836	SAMEA4051559	12787887480	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1812988	HiSeq X Ten	DN461383W:H2	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-11-30T00:00:00Z	e273b4b0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-11-29	2018-11-16	2016-11-29	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	0
