BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	AGE	Strain	Breed	Individual
PRJNA510861	SRR8380194	WGS	300	25900995000	SAMN10617512	10353213010	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190263	HiSeq X Ten	SP19_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	SP19	SRP174892	Model organism or animal	unknown	muscle	12 months	Mirror carp	German Mirror carp	sample14
PRJNA510861	SRR8380195	WGS	300	28855017000	SAMN10617511	11418183206	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190262	HiSeq X Ten	SP18_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	SP18	SRP174892	Model organism or animal	unknown	muscle	12 months	Mirror carp	German Mirror carp	sample13
PRJNA510861	SRR8380208	WGS	300	28798885800	SAMN10617505	10949599910	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190249	HiSeq X Ten	SP11_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	SP11	SRP174892	Model organism or animal	unknown	muscle	12 months	Mirror carp	German Mirror carp	sample7
PRJNA510861	SRR8380209	WGS	300	28474039800	SAMN10617506	10655344505	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190248	HiSeq X Ten	SP12_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	SP12	SRP174892	Model organism or animal	unknown	muscle	12 months	Mirror carp	German Mirror carp	sample8
PRJNA510861	SRR8380210	WGS	300	29111964000	SAMN10617507	11200891447	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190247	HiSeq X Ten	SP14_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	SP14	SRP174892	Model organism or animal	unknown	muscle	12 months	Mirror carp	German Mirror carp	sample9
PRJNA510861	SRR8380211	WGS	300	26988921900	SAMN10617508	10434814127	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190246	HiSeq X Ten	SP15_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	SP15	SRP174892	Model organism or animal	unknown	muscle	12 months	Mirror carp	German Mirror carp	sample10
PRJNA510861	SRR8380212	WGS	300	22500513000	SAMN10617501	8551978449	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190245	HiSeq X Ten	SP03_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	SP03	SRP174892	Model organism or animal	unknown	muscle	12 months	Mirror carp	German Mirror carp	sample3
PRJNA510861	SRR8380213	WGS	300	29557388700	SAMN10617502	10978643507	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190244	HiSeq X Ten	SP04_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	SP04	SRP174892	Model organism or animal	unknown	muscle	12 months	Mirror carp	German Mirror carp	sample4
PRJNA510861	SRR8380214	WGS	300	27444222600	SAMN10617503	10514778169	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190243	HiSeq X Ten	SP05_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	SP05	SRP174892	Model organism or animal	unknown	muscle	12 months	Mirror carp	German Mirror carp	sample5
PRJNA510861	SRR8380215	WGS	300	29574770400	SAMN10617504	11283853464	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190242	HiSeq X Ten	SP09_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	SP09	SRP174892	Model organism or animal	unknown	muscle	12 months	Mirror carp	German Mirror carp	sample6
PRJNA510861	SRR8380216	WGS	300	34672018200	SAMN10617509	12150926032	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190241	HiSeq X Ten	SP16_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	SP16	SRP174892	Model organism or animal	unknown	muscle	12 months	Mirror carp	German Mirror carp	sample11
PRJNA510861	SRR8380217	WGS	300	31183845600	SAMN10617510	10869343370	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190240	HiSeq X Ten	SP17_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	SP17	SRP174892	Model organism or animal	unknown	muscle	12 months	Mirror carp	German Mirror carp	sample12
PRJNA510861	SRR8380228	WGS	300	28814374500	SAMN10617480	10756738334	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190229	HiSeq X Ten	HB17_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	HB17	SRP174892	Model organism or animal	unknown	muscle	12 months	Hebao	Wuyuan Hebao red carp	sample16
PRJNA510861	SRR8380229	WGS	300	31686123300	SAMN10617479	11790766565	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190228	HiSeq X Ten	HB15_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	HB15	SRP174892	Model organism or animal	unknown	muscle	12 months	Hebao	Wuyuan Hebao red carp	sample15
PRJNA510861	SRR8380230	WGS	300	28788098700	SAMN10617478	10721829663	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190227	HiSeq X Ten	HB14_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	HB14	SRP174892	Model organism or animal	unknown	muscle	12 months	Hebao	Wuyuan Hebao red carp	sample14
PRJNA510861	SRR8380231	WGS	300	25777352700	SAMN10617477	9620980042	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190226	HiSeq X Ten	HB13_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	HB13	SRP174892	Model organism or animal	unknown	muscle	12 months	Hebao	Wuyuan Hebao red carp	sample13
PRJNA510861	SRR8380232	WGS	300	28604481300	SAMN10617476	10556703623	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190225	HiSeq X Ten	HB12_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	HB12	SRP174892	Model organism or animal	unknown	muscle	12 months	Hebao	Wuyuan Hebao red carp	sample12
PRJNA510861	SRR8380233	WGS	300	30663478200	SAMN10617475	11245446602	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190224	HiSeq X Ten	HB11_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	HB11	SRP174892	Model organism or animal	unknown	muscle	12 months	Hebao	Wuyuan Hebao red carp	sample11
PRJNA510861	SRR8380234	WGS	300	30851652000	SAMN10617474	11623006578	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190223	HiSeq X Ten	HB10_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	HB10	SRP174892	Model organism or animal	unknown	muscle	12 months	Hebao	Wuyuan Hebao red carp	sample10
PRJNA510861	SRR8380235	WGS	300	28514219100	SAMN10617473	10782796577	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190222	HiSeq X Ten	HB9_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	HB9	SRP174892	Model organism or animal	unknown	muscle	12 months	Hebao	Wuyuan Hebao red carp	sample9
PRJNA510861	SRR8380236	WGS	300	28422233100	SAMN10617472	11069329127	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190221	HiSeq X Ten	HB8_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	HB8	SRP174892	Model organism or animal	unknown	muscle	12 months	Hebao	Wuyuan Hebao red carp	sample8
PRJNA510861	SRR8380237	WGS	300	30526950000	SAMN10617471	11836409297	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190220	HiSeq X Ten	HB7_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	HB7	SRP174892	Model organism or animal	unknown	muscle	12 months	Hebao	Wuyuan Hebao red carp	sample7
PRJNA510861	SRR8380238	WGS	300	26623073100	SAMN10617469	9964138193	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190219	HiSeq X Ten	HB5_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	HB5	SRP174892	Model organism or animal	unknown	muscle	12 months	Hebao	Wuyuan Hebao red carp	sample5
PRJNA510861	SRR8380239	WGS	300	30735050700	SAMN10617470	11584705374	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190218	HiSeq X Ten	HB6_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	HB6	SRP174892	Model organism or animal	unknown	muscle	12 months	Hebao	Wuyuan Hebao red carp	sample6
PRJNA510861	SRR8380244	WGS	300	29728057800	SAMN10617465	11189298873	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190213	HiSeq X Ten	HB1_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	HB1	SRP174892	Model organism or animal	unknown	muscle	12 months	Hebao	Wuyuan Hebao red carp	sample1
PRJNA510861	SRR8380245	WGS	300	31813682700	SAMN10617466	12075090884	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190212	HiSeq X Ten	HB2_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	HB2	SRP174892	Model organism or animal	unknown	muscle	12 months	Hebao	Wuyuan Hebao red carp	sample2
PRJNA510861	SRR8380247	WGS	300	26683970400	SAMN10617468	10137160640	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190210	HiSeq X Ten	HB4_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	HB4	SRP174892	Model organism or animal	unknown	muscle	12 months	Hebao	Wuyuan Hebao red carp	sample4
PRJNA510861	SRR8380248	WGS	300	24990057000	SAMN10617496	10333314015	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190209	HiSeq X Ten	Y14_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	Y14	SRP174892	Model organism or animal	unknown	muscle	12 months	Yellow River	Yuxuan Yellow River carp	sample14
PRJNA510861	SRR8380249	WGS	300	26612131800	SAMN10617495	11377560154	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190208	HiSeq X Ten	Y13_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	Y13	SRP174892	Model organism or animal	unknown	muscle	12 months	Yellow River	Yuxuan Yellow River carp	sample13
PRJNA510861	SRR8380250	WGS	300	26740550700	SAMN10617498	9998864552	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190207	HiSeq X Ten	Y16_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	Y16	SRP174892	Model organism or animal	unknown	muscle	12 months	Yellow River	Yuxuan Yellow River carp	sample16
PRJNA510861	SRR8380251	WGS	300	25940660700	SAMN10617497	10832991946	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190206	HiSeq X Ten	Y15_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	Y15	SRP174892	Model organism or animal	unknown	muscle	12 months	Yellow River	Yuxuan Yellow River carp	sample15
PRJNA510861	SRR8380252	WGS	300	25468813500	SAMN10617492	10490738884	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190205	HiSeq X Ten	Y10_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	Y10	SRP174892	Model organism or animal	unknown	muscle	12 months	Yellow River	Yuxuan Yellow River carp	sample10
PRJNA510861	SRR8380253	WGS	300	26025934200	SAMN10617491	10655432407	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190204	HiSeq X Ten	Y09_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	Y09	SRP174892	Model organism or animal	unknown	muscle	12 months	Yellow River	Yuxuan Yellow River carp	sample9
PRJNA510861	SRR8380254	WGS	300	26530524900	SAMN10617494	10924316341	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190203	HiSeq X Ten	Y12_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	Y12	SRP174892	Model organism or animal	unknown	muscle	12 months	Yellow River	Yuxuan Yellow River carp	sample12
PRJNA510861	SRR8380255	WGS	300	25543292100	SAMN10617493	10593807208	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190202	HiSeq X Ten	Y11_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	Y11	SRP174892	Model organism or animal	unknown	muscle	12 months	Yellow River	Yuxuan Yellow River carp	sample11
PRJNA510861	SRR8380256	WGS	300	24784188600	SAMN10617500	9254585954	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190201	HiSeq X Ten	SP02_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	SP02	SRP174892	Model organism or animal	unknown	muscle	12 months	Mirror carp	German Mirror carp	sample2
PRJNA510861	SRR8380257	WGS	300	29289688500	SAMN10617499	11030310996	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190200	HiSeq X Ten	SP01_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	SP01	SRP174892	Model organism or animal	unknown	muscle	12 months	Mirror carp	German Mirror carp	sample1
PRJNA510861	SRR8380258	WGS	250	27958133000	SAMN10617436	14892423936	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190199	Illumina HiSeq 2500	HB_INS2kb	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	HB00	SRP174892	Model organism or animal	female	muscle	12 months	HB00	Wuyuan Hebao red carp	NA
PRJNA510861	SRR8380259	WGS	300	53514489600	SAMN10617436	23663384293	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190198	HiSeq X Ten	HB_INS350	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	HB00	SRP174892	Model organism or animal	female	muscle	12 months	HB00	Wuyuan Hebao red carp	NA
PRJNA510861	SRR8380260	WGS	300	77006511600	SAMN10617435	33489515919	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190197	HiSeq X Ten	YR_INS500	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	YR00	SRP174892	Model organism or animal	female	muscle	12 months	YR00	Yuxuan Yellow River carp	NA
PRJNA510861	SRR8380261	WGS	300	89877775800	SAMN10617435	35274715537	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190196	HiSeq X Ten	YR_INS250	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	YR00	SRP174892	Model organism or animal	female	muscle	12 months	YR00	Yuxuan Yellow River carp	NA
PRJNA510861	SRR8380262	WGS	300	38346221700	SAMN10617435	16170305483	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190195	HiSeq X Ten	YR_INS5kb	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	YR00	SRP174892	Model organism or animal	female	muscle	12 months	YR00	Yuxuan Yellow River carp	NA
PRJNA510861	SRR8380263	WGS	300	66985569300	SAMN10617435	28348492073	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190194	HiSeq X Ten	YR_INS2kb	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	YR00	SRP174892	Model organism or animal	female	muscle	12 months	YR00	Yuxuan Yellow River carp	NA
PRJNA510861	SRR8380265	WGS	300	34536761700	SAMN10617435	14475140578	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190192	HiSeq X Ten	YR_INS10kb	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	YR00	SRP174892	Model organism or animal	female	muscle	12 months	YR00	Yuxuan Yellow River carp	NA
PRJNA510861	SRR8380266	WGS	300	77697792900	SAMN10617436	33343724600	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190191	HiSeq X Ten	HB_INS250	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	HB00	SRP174892	Model organism or animal	female	muscle	12 months	HB00	Wuyuan Hebao red carp	NA
PRJNA510861	SRR8380267	WGS	300	13944724500	SAMN10617435	5990346592	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190190	HiSeq X Ten	YR_INS20kb	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	YR00	SRP174892	Model organism or animal	female	muscle	12 months	YR00	Yuxuan Yellow River carp	NA
PRJNA510861	SRR8380268	WGS	300	28848045900	SAMN10617487	11807862201	CHINESE ACADEMY OF FISHERY SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX5190189	HiSeq X Ten	Y05_reseq	PAIRED	RANDOM	GENOMIC	Cyprinus_carpio	ILLUMINA	2019-01-07T00:00:00Z	Y05	SRP174892	Model organism or animal	unknown	muscle	12 months	Yellow River	Yuxuan Yellow River carp	sample5
