BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	Collection_date	geo_loc_name_country	geo_loc_name_country_continent	lat_lon	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	geographic_location_(country_and/or_sea)	tissue_type	geographic_location_(region_and_locality)	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	Description	ENA_CHECKLIST	use_species
PRJEB27858	ERR2751059	WGS	302	14029025856	SAMEA4799786	5780359978	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764113	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799786	ERP109991	2004-06-28	Panama	North America	9.3328 N 82.2547 E	ERS2619704	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619704	hamlert_reseq_sample_105	18445	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751062	WGS	302	14930836210	SAMEA4799780	6289896898	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764116	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799780	ERP109991	2004-05-12	Panama	North America	10.2392 N 83.1731 E	ERS2619698	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619698	hamlert_reseq_sample_099	18420	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751065	WGS	502	17688886652	SAMEA4799779	10693667210	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764119	Illumina HiSeq 2500	unspecified	PAIRED	unspecified	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799779	ERP109991	2016	Panama	North America	NA	ERS2619697	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619697	hamlert_reseq_sample_098	16_31-40	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751066	WGS	502	18001191896	SAMEA4799779	10813321137	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764120	Illumina HiSeq 2500	unspecified	PAIRED	unspecified	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799779	ERP109991	2016	Panama	North America	NA	ERS2619697	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619697	hamlert_reseq_sample_098	16_31-40	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751082	WGS	300	18022107300	SAMEA4799756	7987114593	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764136	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799756	ERP109991	2004-07-25	Belize	North America	16.7653 N 88.1442 E	ERS2619674	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619674	hamlert_reseq_sample_075	18163	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751096	WGS	300	15670439400	SAMEA4799757	6998499233	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764150	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799757	ERP109991	2004-07-24	Belize	North America	NA	ERS2619675	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619675	hamlert_reseq_sample_076	18261	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751097	WGS	300	20881796700	SAMEA4799758	9026201463	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764151	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799758	ERP109991	2004-07-24	Belize	North America	NA	ERS2619676	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619676	hamlert_reseq_sample_077	18267	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751098	WGS	300	17664369300	SAMEA4799759	7680937339	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764152	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799759	ERP109991	2004-07-24	Belize	North America	NA	ERS2619677	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619677	hamlert_reseq_sample_078	18274	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751100	WGS	300	17312166300	SAMEA4799761	7599991120	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764154	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799761	ERP109991	2005-08-16	Belize	North America	16.7078 N 87.8598 E	ERS2619679	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619679	hamlert_reseq_sample_080	19881	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751101	WGS	300	16995706800	SAMEA4799762	7484845790	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764155	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799762	ERP109991	2005-08-15	Belize	North America	16.8936 N 88.1226 E	ERS2619680	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619680	hamlert_reseq_sample_081	20092	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751102	WGS	300	21958182000	SAMEA4799763	9550773416	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764156	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799763	ERP109991	2005-08-11	Belize	North America	16.8008 N 88.0789 E	ERS2619681	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619681	hamlert_reseq_sample_082	20120	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751103	WGS	300	16198810800	SAMEA4799764	7051469325	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764157	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799764	ERP109991	2005-08-12	Belize	North America	16.8936 N 88.1226 E	ERS2619682	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619682	hamlert_reseq_sample_083	20126	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751104	WGS	300	16779161100	SAMEA4799765	7318009068	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764158	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799765	ERP109991	2005-08-12	Belize	North America	16.8936 N 88.1226 E	ERS2619683	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619683	hamlert_reseq_sample_084	20128	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751105	WGS	300	15357590700	SAMEA4799766	6782872745	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764159	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799766	ERP109991	2005-08-12	Belize	North America	16.8936 N 88.1226 E	ERS2619684	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619684	hamlert_reseq_sample_085	20135	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751115	WGS	300	15791755800	SAMEA4799768	6928674836	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764169	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799768	ERP109991	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619686	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619686	hamlert_reseq_sample_087	20560	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751117	WGS	300	18761689200	SAMEA4799770	8185535388	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764171	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799770	ERP109991	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619688	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619688	hamlert_reseq_sample_089	20562	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751118	WGS	300	16832623200	SAMEA4799771	7237409848	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764172	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799771	ERP109991	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619689	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619689	hamlert_reseq_sample_090	20563	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751119	WGS	300	21351610500	SAMEA4799772	9245578010	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764173	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799772	ERP109991	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619690	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619690	hamlert_reseq_sample_091	20564	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751121	WGS	300	20571797100	SAMEA4799774	9043564988	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764175	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799774	ERP109991	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619692	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619692	hamlert_reseq_sample_093	20566	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751123	WGS	300	23219465100	SAMEA4799776	10201476536	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764177	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799776	ERP109991	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619694	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619694	hamlert_reseq_sample_095	20568	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751124	WGS	300	19677201300	SAMEA4799777	8600242765	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764178	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799777	ERP109991	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619695	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619695	hamlert_reseq_sample_096	20571	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
