BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	AssemblyName	ENA_CHECKLIST	use_species
PRJEB10586	ERR1013149	WGS	199	41928749300	SAMEA3532846	19899545106	COLUMBIA UNIVERSITY	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1092173	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Poephila_acuticauda	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532846	ERP011851	ERS839995	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:23Z	2015-09-09T21:52:44Z	public	ERS839995	long-tailed finch (BAM)	73903	Taeniopygia_guttata-3.2.4	ERC000011	1
PRJEB10586	ERR1013150	WGS	199	26674571100	SAMEA3532847	12627924325	COLUMBIA UNIVERSITY	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1092174	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Poephila_acuticauda	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532847	ERP011851	ERS839996	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:25Z	2015-09-09T21:52:44Z	public	ERS839996	long-tailed finch (BAM)	73907	TAENIOPYGIA_GUTTATA-3.2.4	ERC000011	1
PRJEB10586	ERR1013151	WGS	199	35768914900	SAMEA3532848	16851588449	COLUMBIA UNIVERSITY	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1092175	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Poephila_acuticauda	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532848	ERP011851	ERS839997	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:24Z	2015-09-09T21:52:44Z	public	ERS839997	long-tailed finch (BAM)	73933	TAENIOPYGIA_GUTTATA-3.2.4	ERC000011	1
PRJEB10586	ERR1013153	WGS	199	28625774400	SAMEA3532850	13498949766	COLUMBIA UNIVERSITY	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1092177	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Poephila_acuticauda	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532850	ERP011851	ERS839999	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:25Z	2015-09-09T21:52:44Z	public	ERS839999	long-tailed finch (BAM)	73948	TAENIOPYGIA_GUTTATA-3.2.4	ERC000011	1
PRJEB10586	ERR1013154	WGS	198	27203046300	SAMEA3532851	13104465009	COLUMBIA UNIVERSITY	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1092178	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Poephila_acuticauda	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532851	ERP011851	ERS840000	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:25Z	2015-09-09T21:52:44Z	public	ERS840000	long-tailed finch (BAM)	73958	TAENIOPYGIA_GUTTATA-3.2.4	ERC000011	1
PRJEB10586	ERR1013156	WGS	NA	NA	SAMEA3532852	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092180	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532852	ERP011851	ERS840001	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:24Z	2015-09-10T15:12:52Z	public	ERS840001	zebra finch (domesticated)	MP1	Taeniopygia_guttata_plus_random.3.2.4	ERC000011	1
PRJEB10586	ERR1013157	WGS	NA	NA	SAMEA3532853	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092181	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532853	ERP011851	ERS840002	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:24Z	2015-09-10T15:12:37Z	public	ERS840002	zebra finch (domesticated)	MP2	taeGut1	ERC000011	1
PRJEB10586	ERR1013158	WGS	NA	NA	SAMEA3532854	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092182	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532854	ERP011851	ERS840003	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:23Z	2015-09-10T15:12:37Z	public	ERS840003	zebra finch (domesticated)	MP3	taeGut1	ERC000011	1
PRJEB10586	ERR1013159	WGS	NA	NA	SAMEA3532855	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092183	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532855	ERP011851	ERS840004	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:23Z	2015-09-10T15:12:37Z	public	ERS840004	zebra finch (domesticated)	MP4	taeGut1	ERC000011	1
PRJEB10586	ERR1013160	WGS	NA	NA	SAMEA3532856	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092184	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532856	ERP011851	ERS840005	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:23Z	2015-09-10T15:12:37Z	public	ERS840005	zebra finch (domesticated)	MP5	taeGut1	ERC000011	1
PRJEB10586	ERR1013161	WGS	NA	NA	SAMEA3532857	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092185	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532857	ERP011851	ERS840006	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:23Z	2015-09-10T15:11:21Z	public	ERS840006	zebra finch (wild)	26462	taeGut1	ERC000011	1
PRJEB10586	ERR1013162	WGS	NA	NA	SAMEA3532858	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092186	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532858	ERP011851	ERS840007	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:23Z	2015-09-10T15:11:21Z	public	ERS840007	zebra finch (wild)	28339	taeGut1	ERC000011	1
PRJEB10586	ERR1013163	WGS	NA	NA	SAMEA3532859	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092187	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532859	ERP011851	ERS840008	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:23Z	2015-09-10T15:11:22Z	public	ERS840008	zebra finch (wild)	28353	taeGut1	ERC000011	1
PRJEB10586	ERR1013164	WGS	NA	NA	SAMEA3532860	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092188	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532860	ERP011851	ERS840009	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:26Z	2015-09-10T15:11:22Z	public	ERS840009	zebra finch (wild)	26721	taeGut1	ERC000011	1
PRJEB10586	ERR1013165	WGS	NA	NA	SAMEA3532861	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092189	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532861	ERP011851	ERS840010	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:23Z	2015-09-10T15:11:22Z	public	ERS840010	zebra finch (wild)	28456	taeGut1	ERC000011	1
PRJEB10586	ERR1013166	WGS	NA	NA	SAMEA3532862	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092190	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532862	ERP011851	ERS840011	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:26Z	2015-09-10T15:11:22Z	public	ERS840011	zebra finch (wild)	28402	taeGut1	ERC000011	1
PRJEB10586	ERR1013167	WGS	NA	NA	SAMEA3532863	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092191	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532863	ERP011851	ERS840012	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:22Z	2015-09-10T15:11:22Z	public	ERS840012	zebra finch (wild)	26516	taeGut1	ERC000011	1
PRJEB10586	ERR1013168	WGS	NA	NA	SAMEA3532864	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092192	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532864	ERP011851	ERS840013	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:22Z	2015-09-10T15:11:22Z	public	ERS840013	zebra finch (wild)	28404	taeGut1	ERC000011	1
PRJEB10586	ERR1013169	WGS	NA	NA	SAMEA3532865	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092193	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532865	ERP011851	ERS840014	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:23Z	2015-09-10T15:11:22Z	public	ERS840014	zebra finch (wild)	26820	taeGut1	ERC000011	1
PRJEB10586	ERR1013170	WGS	NA	NA	SAMEA3532866	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092194	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532866	ERP011851	ERS840015	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:22Z	2015-09-10T15:11:22Z	public	ERS840015	zebra finch (wild)	26733	taeGut1	ERC000011	1
PRJEB10586	ERR1013171	WGS	NA	NA	SAMEA3532867	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092195	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532867	ERP011851	ERS840016	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:22Z	2015-09-10T15:11:22Z	public	ERS840016	zebra finch (wild)	28481	taeGut1	ERC000011	1
PRJEB10586	ERR1013172	WGS	NA	NA	SAMEA3532868	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092196	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532868	ERP011851	ERS840017	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:26Z	2015-09-10T15:11:22Z	public	ERS840017	zebra finch (wild)	26881	taeGut1	ERC000011	1
PRJEB10586	ERR1013173	WGS	NA	NA	SAMEA3532869	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092197	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532869	ERP011851	ERS840018	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:23Z	2015-09-10T15:11:22Z	public	ERS840018	zebra finch (wild)	26781	taeGut1	ERC000011	1
PRJEB10586	ERR1013174	WGS	NA	NA	SAMEA3532870	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092198	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532870	ERP011851	ERS840019	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:26Z	2015-09-10T15:11:23Z	public	ERS840019	zebra finch (wild)	26896	taeGut1	ERC000011	1
PRJEB10586	ERR1013175	WGS	NA	NA	SAMEA3532871	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092199	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532871	ERP011851	ERS840020	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:22Z	2015-09-10T15:11:23Z	public	ERS840020	zebra finch (wild)	26792	taeGut1	ERC000011	1
PRJEB10586	ERR1013176	WGS	NA	NA	SAMEA3532872	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092200	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532872	ERP011851	ERS840021	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:22Z	2015-09-10T15:11:23Z	public	ERS840021	zebra finch (wild)	28016	taeGut1	ERC000011	1
PRJEB10586	ERR1013177	WGS	NA	NA	SAMEA3532873	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092201	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532873	ERP011851	ERS840022	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:26Z	2015-09-10T15:11:23Z	public	ERS840022	zebra finch (wild)	26795	taeGut1	ERC000011	1
PRJEB10586	ERR1013178	WGS	NA	NA	SAMEA3532874	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092202	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532874	ERP011851	ERS840023	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:23Z	2015-09-10T15:11:23Z	public	ERS840023	zebra finch (wild)	28078	taeGut1	ERC000011	1
PRJEB10586	ERR1013179	WGS	NA	NA	SAMEA3532875	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1092203	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Taeniopygia_guttata	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532875	ERP011851	ERS840024	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:23Z	2015-09-10T15:11:23Z	public	ERS840024	zebra finch (wild)	28313	taeGut1	ERC000011	1
PRJEB10586	ERR993524	WGS	NA	NA	SAMEA3516844	NA	COLUMBIA UNIVERSITY	public	bam	ena	ena	ERX1073380	Illumina Genome Analyzer II	unspecified	PAIRED	RANDOM	GENOMIC	Stizoptera_bichenovii	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3516844	ERP011851	ERS823993	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:26Z	2015-08-28T16:39:44Z	public	ERS823993	BAM	DBF	NA	ERC000011	0
PRJEB10586	ERR1013136	WGS	199	42806510700	SAMEA3532833	23332988877	COLUMBIA UNIVERSITY	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1092160	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Poephila_acuticauda	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532833	ERP011851	ERS839982	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:25Z	2015-09-09T21:52:43Z	public	ERS839982	long-tailed finch (BAM)	G118	TAENIOPYGIA_GUTTATA-3.2.4	ERC000011	1
PRJEB10586	ERR1013152	WGS	199	21464284100	SAMEA3532849	10278429720	COLUMBIA UNIVERSITY	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1092176	Illumina HiSeq 2000	unspecified	PAIRED	RANDOM	GENOMIC	Poephila_acuticauda	ILLUMINA	2015-09-16T00:00:00Z	SAMEA3532849	ERP011851	ERS839998	2015-09-15	2018-11-16	COLUMBIA UNIVERSITY	2015-09-15T17:01:25Z	2015-09-09T21:52:44Z	public	ERS839998	long-tailed finch (BAM)	73942	TAENIOPYGIA_GUTTATA-3.2.4	ERC000011	1
