BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	dev_stage	AGE	Ecotype	Biomaterial_provider	Collection_date	Replicate	use_species
PRJNA485198	SRR7662379	WGS	301	16797181118	SAMN09786108	6981770552	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523128	Illumina HiSeq 3000	LKI1	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	LKI1	SRP156808	Model organism or animal	male	fin	adult	missing	Kalambo River 1	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Kalambo_River_1_11	1
PRJNA485198	SRR7662380	WGS	302	15945226728	SAMN09786113	7902491310	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523127	Illumina HiSeq 3000	MKA4	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKA4	SRP156808	Model organism or animal	female	fin	adult	missing	Kalambo Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-08	Kalambo_Lake_4	1
PRJNA485198	SRR7662382	WGS	302	19571949258	SAMN09786240	8902540148	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523125	Illumina HiSeq 3000	KBH5	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KBH5	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_River_11	0
PRJNA485198	SRR7662383	WGS	302	15560486882	SAMN09786241	7101622330	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523124	Illumina HiSeq 3000	KBH6	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KBH6	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_River_12	0
PRJNA485198	SRR7662385	WGS	302	16365575998	SAMN09786239	7422273261	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523122	Illumina HiSeq 3000	KBH4	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KBH4	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_River_10	0
PRJNA485198	SRR7662386	WGS	302	15169463624	SAMN09786236	6909680394	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523121	Illumina HiSeq 3000	KBG5	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KBG5	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_River_7	0
PRJNA485198	SRR7662387	WGS	302	16902175336	SAMN09786237	8021588348	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523120	Illumina HiSeq 3000	KBG8	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KBG8	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_River_8	0
PRJNA485198	SRR7662388	WGS	302	16314577862	SAMN09786234	7446996100	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523119	Illumina HiSeq 3000	KBE7	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KBE7	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_River_5	0
PRJNA485198	SRR7662389	WGS	302	17017984182	SAMN09786235	7760098687	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523118	Illumina HiSeq 3000	KBE9	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KBE9	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_River_6	0
PRJNA485198	SRR7662390	WGS	302	20381296876	SAMN09786242	9318387542	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523117	Illumina HiSeq 3000	KZD7	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KZD7	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_1	0
PRJNA485198	SRR7662391	WGS	302	15451768694	SAMN09786243	7449213627	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523116	Illumina HiSeq 3000	KZD8	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KZD8	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_2	0
PRJNA485198	SRR7662392	WGS	301	16598906692	SAMN09786077	7227334657	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523115	Illumina HiSeq 3000	LKF6	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	LKF6	SRP156808	Model organism or animal	female	fin	adult	missing	Chitili Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Chitili_Lake_4	1
PRJNA485198	SRR7662393	WGS	301	17960106396	SAMN09786076	7605382296	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523114	Illumina HiSeq 3000	LKF5	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	LKF5	SRP156808	Model organism or animal	female	fin	adult	missing	Chitili Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Chitili_Lake_3	1
PRJNA485198	SRR7662394	WGS	302	16960889270	SAMN09786125	7980528103	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523113	Illumina HiSeq 3000	MKC4	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKC4	SRP156808	Model organism or animal	female	fin	adult	missing	Kalambo River 2	Salzburger Lab\, University of Basel\, Switzerland	2015-08	Kalambo_River_2_4	1
PRJNA485198	SRR7662395	WGS	301	17124257259	SAMN09786075	7332039332	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523112	Illumina HiSeq 3000	LKF4	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	LKF4	SRP156808	Model organism or animal	female	fin	adult	missing	Chitili Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Chitili_Lake_2	1
PRJNA485198	SRR7662396	WGS	302	20689240840	SAMN09786248	9398706237	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523111	Illumina HiSeq 3000	KZE8	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KZE8	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_7	0
PRJNA485198	SRR7662397	WGS	302	14122982586	SAMN09786251	6483486508	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523110	Illumina HiSeq 3000	KZF3	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KZF3	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_10	0
PRJNA485198	SRR7662398	WGS	302	18309746902	SAMN09786250	8433193829	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523109	Illumina HiSeq 3000	KZF2	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KZF2	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_9	0
PRJNA485198	SRR7662399	WGS	302	17847355608	SAMN09786245	8288663612	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523108	Illumina HiSeq 3000	KZE3	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KZE3	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_4	0
PRJNA485198	SRR7662401	WGS	302	17160311346	SAMN09786247	7820122453	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523106	Illumina HiSeq 3000	KZE7	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KZE7	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_6	0
PRJNA485198	SRR7662402	WGS	302	20170862068	SAMN09786246	9235836456	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523105	Illumina HiSeq 3000	KZE5	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KZE5	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_5	0
PRJNA485198	SRR7662403	WGS	302	15848269628	SAMN09786253	7236758401	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523104	Illumina HiSeq 3000	KZF6	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KZF6	SRP156808	Model organism or animal	missing	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_12	0
PRJNA485198	SRR7662404	WGS	302	17218181492	SAMN09786252	7885082828	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523103	Illumina HiSeq 3000	KZF4	PAIRED	RANDOM	GENOMIC	Astatotilapia_stappersii	ILLUMINA	2018-08-09T00:00:00Z	KZF4	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	Rusizi_Lake_11	0
PRJNA485198	SRR7662405	WGS	301	18323964077	SAMN09786080	7796175920	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523102	Illumina HiSeq 3000	LKF9	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	LKF9	SRP156808	Model organism or animal	male	fin	adult	missing	Chitili Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Chitili_Lake_7	1
PRJNA485198	SRR7662406	WGS	301	16882580407	SAMN09786079	7133889697	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523101	Illumina HiSeq 3000	LKF8	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	LKF8	SRP156808	Model organism or animal	male	fin	adult	missing	Chitili Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Chitili_Lake_6	1
PRJNA485198	SRR7662407	WGS	301	17198237667	SAMN09786078	7307253051	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523100	Illumina HiSeq 3000	LKF7	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	LKF7	SRP156808	Model organism or animal	female	fin	adult	missing	Chitili Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-12	Chitili_Lake_5	1
PRJNA485198	SRR7662408	WGS	302	18366698364	SAMN09786174	8582885783	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523099	Illumina HiSeq 3000	MKE6	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKE6	SRP156808	Model organism or animal	female	fin	adult	missing	Lunzua Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-08	Lunzua_Lake_5	1
PRJNA485198	SRR7662409	WGS	302	17327272348	SAMN09786175	8167914626	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523098	Illumina HiSeq 3000	MKE8	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKE8	SRP156808	Model organism or animal	male	fin	adult	missing	Lunzua Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-08	Lunzua_Lake_6	1
