BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	Ecotype	use_species
PRJNA629649	SRR11658693	WGS	250	7205281983	SAMN14785185	3646321798	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219674	Illumina HiSeq 2500	ZW_07	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZW_07	SRP259419	Model organism or animal	unknown	Muscle	ZW_07	Mature	Zhanjiang	1
PRJNA629649	SRR11658694	WGS	248	10163389383	SAMN14785122	4976971576	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219673	Illumina HiSeq 2500	FD_03	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FD_03	SRP259419	Model organism or animal	unknown	Muscle	FD_03	Mature	Fuding	1
PRJNA629649	SRR11658695	WGS	250	6535360629	SAMN14785184	3399306097	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219672	Illumina HiSeq 2500	ZW_06	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZW_06	SRP259419	Model organism or animal	unknown	Muscle	ZW_06	Mature	Zhanjiang	1
PRJNA629649	SRR11658696	WGS	249	7272427979	SAMN14785183	3637582044	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219671	Illumina HiSeq 2500	ZW_05	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZW_05	SRP259419	Model organism or animal	unknown	Muscle	ZW_05	Mature	Zhanjiang	1
PRJNA629649	SRR11658697	WGS	250	6865605124	SAMN14785182	3451058312	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219670	Illumina HiSeq 2500	ZW_04	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZW_04	SRP259419	Model organism or animal	unknown	Muscle	ZW_04	Mature	Zhanjiang	1
PRJNA629649	SRR11658698	WGS	251	7412701314	SAMN14785181	3250188716	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219669	Illumina HiSeq 2500	ZW_03	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZW_03	SRP259419	Model organism or animal	unknown	Muscle	ZW_03	Mature	Zhanjiang	1
PRJNA629649	SRR11658699	WGS	300	8598702900	SAMN14785180	4170333759	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219668	Illumina HiSeq 2500	ZS_21	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZS_21	SRP259419	Model organism or animal	unknown	Muscle	ZS_21	Mature	Zhoushan	1
PRJNA629649	SRR11658700	WGS	300	15142272600	SAMN14785179	7332835188	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219667	Illumina HiSeq 2500	ZS_19	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZS_19	SRP259419	Model organism or animal	unknown	Muscle	ZS_19	Mature	Zhoushan	1
PRJNA629649	SRR11658701	WGS	300	9871788000	SAMN14785178	4692223625	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219666	Illumina HiSeq 2500	ZS_18	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZS_18	SRP259419	Model organism or animal	unknown	Muscle	ZS_18	Mature	Zhoushan	1
PRJNA629649	SRR11658702	WGS	300	11921675700	SAMN14785177	5832705474	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219665	Illumina HiSeq 2500	ZS_17	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZS_17	SRP259419	Model organism or animal	unknown	Muscle	ZS_17	Mature	Zhoushan	1
PRJNA629649	SRR11658703	WGS	300	16434164400	SAMN14785176	7826464009	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219664	Illumina HiSeq 2500	ZS_16	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZS_16	SRP259419	Model organism or animal	unknown	Muscle	ZS_16	Mature	Zhoushan	1
PRJNA629649	SRR11658704	WGS	300	17346259800	SAMN14785175	8447768421	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219663	Illumina HiSeq 2500	ZS_15	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZS_15	SRP259419	Model organism or animal	unknown	Muscle	ZS_15	Mature	Zhoushan	1
PRJNA629649	SRR11658705	WGS	250	6467713017	SAMN14785121	3222478418	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219662	Illumina HiSeq 2500	FD_02	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FD_02	SRP259419	Model organism or animal	unknown	Muscle	FD_02	Mature	Fuding	1
PRJNA629649	SRR11658707	WGS	300	14330992800	SAMN14785173	7034643809	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219660	Illumina HiSeq 2500	ZS_13	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZS_13	SRP259419	Model organism or animal	unknown	Muscle	ZS_13	Mature	Zhoushan	1
PRJNA629649	SRR11658708	WGS	242	18113826300	SAMN14785172	9012747781	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219659	Illumina HiSeq 2500	ZS_12	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZS_12	SRP259419	Model organism or animal	unknown	Muscle	ZS_12	Mature	Zhoushan	1
PRJNA629649	SRR11658709	WGS	300	12423783900	SAMN14785171	5648622658	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219658	Illumina HiSeq 2500	ZS_11	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZS_11	SRP259419	Model organism or animal	unknown	Muscle	ZS_11	Mature	Zhoushan	1
PRJNA629649	SRR11658712	WGS	300	8565477600	SAMN14785168	3872755187	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219655	Illumina HiSeq 2500	ZS_08	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZS_08	SRP259419	Model organism or animal	unknown	Muscle	ZS_08	Mature	Zhoushan	1
PRJNA629649	SRR11658714	WGS	300	6191290500	SAMN14785166	2866852339	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219653	Illumina HiSeq 2500	ZS_03	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZS_03	SRP259419	Model organism or animal	unknown	Muscle	ZS_03	Mature	Zhoushan	1
PRJNA629649	SRR11658715	WGS	300	8258397600	SAMN14785165	3303570129	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219652	Illumina HiSeq 2500	ZS_02	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZS_02	SRP259419	Model organism or animal	unknown	Muscle	ZS_02	Mature	Zhoushan	1
PRJNA629649	SRR11658717	WGS	300	4827511500	SAMN14785164	1888128914	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219650	Illumina HiSeq 2500	ZS_01	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	ZS_01	SRP259419	Model organism or animal	unknown	Muscle	ZS_01	Mature	Zhoushan	1
PRJNA629649	SRR11658718	WGS	249	5653947985	SAMN14785163	2728810440	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219649	Illumina HiSeq 2500	XM_26	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	XM_26	SRP259419	Model organism or animal	unknown	Muscle	XM_26	Mature	Xiamen	1
PRJNA629649	SRR11658719	WGS	251	4882741448	SAMN14785162	2362827582	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219648	Illumina HiSeq 2500	XM_24	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	XM_24	SRP259419	Model organism or animal	unknown	Muscle	XM_24	Mature	Xiamen	1
PRJNA629649	SRR11658721	WGS	244	8203738564	SAMN14785160	3397080095	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219646	Illumina HiSeq 2500	XM_20	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	XM_20	SRP259419	Model organism or animal	unknown	Muscle	XM_20	Mature	Xiamen	1
PRJNA629649	SRR11658722	WGS	245	8507849506	SAMN14785159	3528518917	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219645	Illumina HiSeq 2500	XM_18	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	XM_18	SRP259419	Model organism or animal	unknown	Muscle	XM_18	Mature	Xiamen	1
PRJNA629649	SRR11658724	WGS	248	6653719517	SAMN14785157	2838905320	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219643	Illumina HiSeq 2500	XM_16	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	XM_16	SRP259419	Model organism or animal	unknown	Muscle	XM_16	Mature	Xiamen	1
PRJNA629649	SRR11658725	WGS	249	6990558525	SAMN14785156	3488422450	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219642	Illumina HiSeq 2500	XM_15	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	XM_15	SRP259419	Model organism or animal	unknown	Muscle	XM_15	Mature	Xiamen	1
PRJNA629649	SRR11658726	WGS	253	5300550147	SAMN14785155	2580596625	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219641	Illumina HiSeq 2500	XM_13	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	XM_13	SRP259419	Model organism or animal	unknown	Muscle	XM_13	Mature	Xiamen	1
PRJNA629649	SRR11658727	WGS	300	12069332400	SAMN14785119	5777309585	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219640	Illumina HiSeq 2500	DY_05	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	DY_05	SRP259419	Model organism or animal	unknown	Muscle	DY_05	Mature	Dayu	1
PRJNA629649	SRR11658728	WGS	245	6050446726	SAMN14785154	3003499660	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219639	Illumina HiSeq 2500	XM_12	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	XM_12	SRP259419	Model organism or animal	unknown	Muscle	XM_12	Mature	Xiamen	1
PRJNA629649	SRR11658729	WGS	251	7699068936	SAMN14785153	3785711170	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219638	Illumina HiSeq 2500	XM_11	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	XM_11	SRP259419	Model organism or animal	unknown	Muscle	XM_11	Mature	Xiamen	1
PRJNA629649	SRR11658730	WGS	250	8064965193	SAMN14785152	3405288230	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219637	Illumina HiSeq 2500	XM_10	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	XM_10	SRP259419	Model organism or animal	unknown	Muscle	XM_10	Mature	Xiamen	1
PRJNA629649	SRR11658731	WGS	248	5732499183	SAMN14785151	2561463616	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219636	Illumina HiSeq 2500	XM_09	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	XM_09	SRP259419	Model organism or animal	unknown	Muscle	XM_09	Mature	Xiamen	1
PRJNA629649	SRR11658732	WGS	252	4778563517	SAMN14785150	1983843679	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219635	Illumina HiSeq 2500	XM_08	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	XM_08	SRP259419	Model organism or animal	unknown	Muscle	XM_08	Mature	Xiamen	1
PRJNA629649	SRR11658733	WGS	247	8089091694	SAMN14785149	3463817130	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219634	Illumina HiSeq 2500	XM_05	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	XM_05	SRP259419	Model organism or animal	unknown	Muscle	XM_05	Mature	Xiamen	1
PRJNA629649	SRR11658734	WGS	250	8005204855	SAMN14785148	3427205596	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219633	Illumina HiSeq 2500	XM_03	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	XM_03	SRP259419	Model organism or animal	unknown	Muscle	XM_03	Mature	Xiamen	1
PRJNA629649	SRR11658736	WGS	239	5967080419	SAMN14785146	2962110817	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219631	Illumina HiSeq 2500	XM_01	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	XM_01	SRP259419	Model organism or animal	unknown	Muscle	XM_01	Mature	Xiamen	1
PRJNA629649	SRR11658738	WGS	299	15669353932	SAMN14785118	7701130568	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219629	Illumina HiSeq 2500	DY_04	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	DY_04	SRP259419	Model organism or animal	unknown	Muscle	DY_04	Mature	Dayu	1
PRJNA629649	SRR11658739	WGS	300	12354905700	SAMN14785144	5876985972	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219628	Illumina HiSeq 2500	FF_09	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FF_09	SRP259419	Model organism or animal	unknown	Muscle	FF_09	Mature	Fufa	1
PRJNA629649	SRR11658740	WGS	300	16632527700	SAMN14785143	7854305522	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219627	Illumina HiSeq 2500	FF_08	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FF_08	SRP259419	Model organism or animal	unknown	Muscle	FF_08	Mature	Fufa	1
PRJNA629649	SRR11658741	WGS	300	11875368600	SAMN14785142	5747660400	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219626	Illumina HiSeq 2500	FF_07	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FF_07	SRP259419	Model organism or animal	unknown	Muscle	FF_07	Mature	Fufa	1
PRJNA629649	SRR11658743	WGS	300	11813639100	SAMN14785140	4993899164	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219624	Illumina HiSeq 2500	FF_05	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FF_05	SRP259419	Model organism or animal	unknown	Muscle	FF_05	Mature	Fufa	1
PRJNA629649	SRR11658744	WGS	300	11349750900	SAMN14785139	5455779493	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219623	Illumina HiSeq 2500	FF_04	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FF_04	SRP259419	Model organism or animal	unknown	Muscle	FF_04	Mature	Fufa	1
PRJNA629649	SRR11658745	WGS	300	11869142700	SAMN14785138	5667744597	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219622	Illumina HiSeq 2500	FF_03	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FF_03	SRP259419	Model organism or animal	unknown	Muscle	FF_03	Mature	Fufa	1
PRJNA629649	SRR11658746	WGS	300	12096722100	SAMN14785137	5818111627	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219621	Illumina HiSeq 2500	FF_02	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FF_02	SRP259419	Model organism or animal	unknown	Muscle	FF_02	Mature	Fufa	1
PRJNA629649	SRR11658747	WGS	300	12197648400	SAMN14785136	5160468742	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219620	Illumina HiSeq 2500	FF_01	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FF_01	SRP259419	Model organism or animal	unknown	Muscle	FF_01	Mature	Fufa	1
PRJNA629649	SRR11658748	WGS	253	4182309137	SAMN14785135	1787272713	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219619	Illumina HiSeq 2500	FD_33	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FD_33	SRP259419	Model organism or animal	unknown	Muscle	FD_33	Mature	Fuding	1
PRJNA629649	SRR11658749	WGS	300	10093748700	SAMN14785117	4275457238	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219618	Illumina HiSeq 2500	DY_03	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	DY_03	SRP259419	Model organism or animal	unknown	Muscle	DY_03	Mature	Dayu	1
PRJNA629649	SRR11658750	WGS	251	3472563742	SAMN14785134	1700453432	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219617	Illumina HiSeq 2500	FD_32	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FD_32	SRP259419	Model organism or animal	unknown	Muscle	FD_32	Mature	Fuding	1
PRJNA629649	SRR11658751	WGS	252	3861857243	SAMN14785133	1657860980	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219616	Illumina HiSeq 2500	FD_31	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FD_31	SRP259419	Model organism or animal	unknown	Muscle	FD_31	Mature	Fuding	1
PRJNA629649	SRR11658752	WGS	251	6953587106	SAMN14785132	3451544654	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219615	Illumina HiSeq 2500	FD_28	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FD_28	SRP259419	Model organism or animal	unknown	Muscle	FD_28	Mature	Fuding	1
PRJNA629649	SRR11658753	WGS	253	4794383728	SAMN14785131	2058200118	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219614	Illumina HiSeq 2500	FD_26	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FD_26	SRP259419	Model organism or animal	unknown	Muscle	FD_26	Mature	Fuding	1
PRJNA629649	SRR11658755	WGS	252	4753851334	SAMN14785129	2356844254	XIAMEN UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX8219612	Illumina HiSeq 2500	FD_21	PAIRED	RANDOM	GENOMIC	Larimichthys_crocea	ILLUMINA	2020-05-01T00:00:00Z	FD_21	SRP259419	Model organism or animal	unknown	Muscle	FD_21	Mature	Fuding	1
