BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	ENA_CHECKLIST	use_species
PRJEB1254	ERR702232	WGS	250	9877636500	SAMEA2661394	3587388635	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646495	Illumina HiSeq 2000	11649641	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661394	ERP002088	missing	ERS510608	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:18:10Z	public	ERS510608	Astatotilapia	Astatotilapia__Massoko_olive__13-sc-2016923	ERC000011	0
PRJEB1254	ERR702233	WGS	250	10304966250	SAMEA2661395	3728529207	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646496	Illumina HiSeq 2000	11649653	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661395	ERP002088	missing	ERS510609	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:37:59Z	public	ERS510609	Astatotilapia	Astatotilapia__Massoko_olive__14-sc-2016924	ERC000011	0
PRJEB1254	ERR702234	WGS	250	10246159500	SAMEA2661396	3729804360	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646497	Illumina HiSeq 2000	11649665	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661396	ERP002088	missing	ERS510610	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:32:07Z	public	ERS510610	Astatotilapia	Astatotilapia__Massoko_olive__15-sc-2016925	ERC000011	0
PRJEB1254	ERR702235	WGS	250	12261652750	SAMEA2661397	4456167876	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646498	Illumina HiSeq 2000	11649677	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661397	ERP002088	missing	ERS510611	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:18:10Z	public	ERS510611	Astatotilapia	Astatotilapia__Massoko_olive__16-sc-2016926	ERC000011	0
PRJEB1254	ERR702236	WGS	250	7110495250	SAMEA2661398	2566079888	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646499	Illumina HiSeq 2000	11649689	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661398	ERP002088	missing	ERS510612	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:37:59Z	public	ERS510612	Astatotilapia	Astatotilapia__Massoko_olive__17-sc-2016927	ERC000011	0
PRJEB1254	ERR702237	WGS	250	6734282000	SAMEA2661399	2462468178	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646500	Illumina HiSeq 2000	11649701	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661399	ERP002088	missing	ERS510613	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:32:07Z	public	ERS510613	Astatotilapia	Astatotilapia__Massoko_olive__18-sc-2016928	ERC000011	0
PRJEB1254	ERR702238	WGS	250	6804426750	SAMEA2661400	2467119189	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646501	Illumina HiSeq 2000	11649713	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661400	ERP002088	missing	ERS510614	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:18:10Z	public	ERS510614	Astatotilapia	Astatotilapia__Massoko_olive__19-sc-2016929	ERC000011	0
PRJEB1254	ERR702239	WGS	250	6104680000	SAMEA2661402	2217468536	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646502	Illumina HiSeq 2000	11649642	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661402	ERP002088	missing	ERS510616	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:32:07Z	public	ERS510616	Astatotilapia	Astatotilapia__Massoko_olive__21-sc-2016931	ERC000011	0
PRJEB1254	ERR702240	WGS	250	6347077000	SAMEA2661403	2288121635	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646503	Illumina HiSeq 2000	11649654	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661403	ERP002088	missing	ERS510617	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:18:10Z	public	ERS510617	Astatotilapia	Astatotilapia__Massoko_small_yellow__1-sc-2016932	ERC000011	0
PRJEB1254	ERR702241	WGS	250	6187696000	SAMEA2661404	2259253389	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646504	Illumina HiSeq 2000	11649666	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661404	ERP002088	missing	ERS510618	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:37:59Z	public	ERS510618	Astatotilapia	Astatotilapia__Massoko_small_yellow__2-sc-2016933	ERC000011	0
PRJEB1254	ERR702242	WGS	250	6744560750	SAMEA2661405	2425172376	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646505	Illumina HiSeq 2000	11649678	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661405	ERP002088	missing	ERS510619	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:32:07Z	public	ERS510619	Astatotilapia	Astatotilapia__Massoko_small_yellow__3-sc-2016934	ERC000011	0
PRJEB1254	ERR702243	WGS	250	6728973000	SAMEA2661406	2442282752	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646506	Illumina HiSeq 2000	11649690	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661406	ERP002088	missing	ERS510620	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:18:10Z	public	ERS510620	Astatotilapia	Astatotilapia__Massoko_small_yellow__4-sc-2016935	ERC000011	0
PRJEB1254	ERR702244	WGS	250	6657078000	SAMEA2661407	2402901656	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646507	Illumina HiSeq 2000	11649702	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661407	ERP002088	missing	ERS510621	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:37:59Z	public	ERS510621	Astatotilapia	Astatotilapia__Massoko_small_yellow__5-sc-2016936	ERC000011	0
PRJEB1254	ERR702245	WGS	250	7475128750	SAMEA2661408	2720881455	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646508	Illumina HiSeq 2000	11649714	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661408	ERP002088	missing	ERS510622	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:32:07Z	public	ERS510622	Astatotilapia	Astatotilapia__Massoko_small_yellow__6-sc-2016937	ERC000011	0
PRJEB1254	ERR702246	WGS	250	7538367500	SAMEA2661409	2712995687	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646509	Illumina HiSeq 2000	11649726	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661409	ERP002088	missing	ERS510623	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:18:10Z	public	ERS510623	Astatotilapia	Astatotilapia__Massoko_small_yellow__7-sc-2016938	ERC000011	0
PRJEB1254	ERR702247	WGS	250	6336515500	SAMEA2661410	2289142613	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646510	Illumina HiSeq 2000	11649643	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661410	ERP002088	missing	ERS510624	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:37:59Z	public	ERS510624	Astatotilapia	Astatotilapia__Massoko_small_yellow__8-sc-2016939	ERC000011	0
PRJEB1254	ERR702249	WGS	250	7159612250	SAMEA2661412	2594788464	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646512	Illumina HiSeq 2000	11649667	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661412	ERP002088	missing	ERS510626	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:18:10Z	public	ERS510626	Astatotilapia	Astatotilapia__Massoko_small_yellow__10-sc-2016941	ERC000011	0
PRJEB1254	ERR702250	WGS	250	7238567000	SAMEA2661413	2628317023	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646513	Illumina HiSeq 2000	11649679	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661413	ERP002088	missing	ERS510627	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:37:59Z	public	ERS510627	Astatotilapia	Astatotilapia__Massoko_small_yellow__11-sc-2016942	ERC000011	0
PRJEB1254	ERR702251	WGS	250	7042652500	SAMEA2661414	2554169457	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646514	Illumina HiSeq 2000	11649691	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661414	ERP002088	missing	ERS510628	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:32:08Z	public	ERS510628	Astatotilapia	Astatotilapia__Massoko_small_yellow__12-sc-2016943	ERC000011	0
PRJEB1254	ERR702252	WGS	250	7894648250	SAMEA2661415	2870701869	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646515	Illumina HiSeq 2000	11649703	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661415	ERP002088	missing	ERS510629	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:18:10Z	public	ERS510629	Astatotilapia	Astatotilapia__Itamba_blue__1-sc-2016944	ERC000011	0
PRJEB1254	ERR702253	WGS	250	7640827500	SAMEA2661417	2777526770	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646516	Illumina HiSeq 2000	11649727	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661417	ERP002088	missing	ERS510631	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:32:08Z	public	ERS510631	Astatotilapia	Astatotilapia__Itamba_blue__3-sc-2016946	ERC000011	0
PRJEB1254	ERR702254	WGS	250	6247090750	SAMEA2661418	2267732224	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646517	Illumina HiSeq 2000	11649644	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661418	ERP002088	missing	ERS510632	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:18:10Z	public	ERS510632	Astatotilapia	Astatotilapia__Itamba_blue__4-sc-2016947	ERC000011	0
PRJEB1254	ERR702255	WGS	250	6040195000	SAMEA2661419	2201400561	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646518	Illumina HiSeq 2000	11649656	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661419	ERP002088	missing	ERS510633	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:37:59Z	public	ERS510633	Astatotilapia	Astatotilapia__Itamba_blue__5-sc-2016948	ERC000011	0
PRJEB1254	ERR702256	WGS	250	6022771500	SAMEA2661420	2195596040	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646519	Illumina HiSeq 2000	11649668	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661420	ERP002088	missing	ERS510634	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:32:08Z	public	ERS510634	Astatotilapia	Astatotilapia__Itamba_blue__6-sc-2016949	ERC000011	0
PRJEB1254	ERR702257	WGS	250	6444181250	SAMEA2661421	2359557663	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646520	Illumina HiSeq 2000	11649680	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661421	ERP002088	missing	ERS510635	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:18:10Z	public	ERS510635	Astatotilapia	Astatotilapia__Itamba_blue__7-sc-2016950	ERC000011	0
PRJEB1254	ERR702258	WGS	250	7113535000	SAMEA2661422	2604690767	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646521	Illumina HiSeq 2000	11649692	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661422	ERP002088	missing	ERS510636	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:37:59Z	public	ERS510636	Astatotilapia	Astatotilapia__Itamba_blue__8-sc-2016951	ERC000011	0
PRJEB1254	ERR702259	WGS	250	7305456250	SAMEA2661423	2690720328	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646522	Illumina HiSeq 2000	11649704	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661423	ERP002088	missing	ERS510637	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:32:08Z	public	ERS510637	Astatotilapia	Astatotilapia__Itamba_blue__9-sc-2016952	ERC000011	0
PRJEB1254	ERR702260	WGS	250	7609358250	SAMEA2661424	2790185973	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646523	Illumina HiSeq 2000	11649716	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661424	ERP002088	missing	ERS510638	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:18:10Z	public	ERS510638	Astatotilapia	Astatotilapia__Itamba_blue__10-sc-2016953	ERC000011	0
PRJEB1254	ERR702261	WGS	250	7600137000	SAMEA2661425	2772806039	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646524	Illumina HiSeq 2000	11649728	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661425	ERP002088	missing	ERS510639	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:37:59Z	public	ERS510639	Astatotilapia	Astatotilapia__Itamba_blue__11-sc-2016954	ERC000011	0
PRJEB1254	ERR702262	WGS	250	6415964500	SAMEA2661426	2348583058	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646525	Illumina HiSeq 2000	11649645	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661426	ERP002088	missing	ERS510640	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:32:08Z	public	ERS510640	Astatotilapia	Astatotilapia__Itamba_blue__12-sc-2016955	ERC000011	0
PRJEB1254	ERR702263	WGS	250	6348555500	SAMEA2661427	2324594438	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646526	Illumina HiSeq 2000	11649657	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661427	ERP002088	missing	ERS510641	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:18:10Z	public	ERS510641	Astatotilapia	Astatotilapia__Itamba_blue__13-sc-2016956	ERC000011	0
PRJEB1254	ERR702264	WGS	250	6192160000	SAMEA2661428	2273888234	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646527	Illumina HiSeq 2000	11649669	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661428	ERP002088	missing	ERS510642	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:37:59Z	public	ERS510642	Astatotilapia	Astatotilapia__Itamba_blue__14-sc-2016957	ERC000011	0
PRJEB1254	ERR702265	WGS	250	6322818250	SAMEA2661429	2317223272	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646528	Illumina HiSeq 2000	11649681	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661429	ERP002088	missing	ERS510643	2014-12-16	2018-11-16	SC	Wellcome Sanger Institute	2014-12-16T11:07:47Z	2018-03-09T11:32:08Z	public	ERS510643	Astatotilapia	Astatotilapia__Itamba_blue__15-sc-2016958	ERC000011	0
PRJEB1254	ERR702266	WGS	250	6111460000	SAMEA2661430	2234068788	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX646529	Illumina HiSeq 2000	11649693	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661430	ERP002088	missing	ERS510644	2014-12-16	2018-11-16	NA	SC	2014-12-16T11:07:47Z	2018-03-09T11:18:15Z	public	ERS510644	Astatotilapia	Astatotilapia__Itamba_yellow__1-sc-2016959	ERC000011	0
