BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Collection_date	geo_loc_name_country	geo_loc_name_country_continent	lat_lon	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	geographic_location_(country_and/or_sea)	tissue_type	geographic_location_(region_and_locality)	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	Description	ENA_CHECKLIST	use_species
PRJEB27858	ERR2751039	WGS	302	17110273872	SAMEA4799746	7045714735	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764093	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799746	ERP109991	missing	2004-05-12	Panama	North America	10.2392 N 83.1731 E	ERS2619664	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619664	hamlert_reseq_sample_065	18426	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751044	WGS	302	15340194492	SAMEA4799750	6336305972	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764098	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799750	ERP109991	missing	2004-05-12	Panama	North America	10.2392 N 83.1731 E	ERS2619668	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619668	hamlert_reseq_sample_069	18432	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751046	WGS	302	16915546990	SAMEA4799745	6872094392	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764100	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799745	ERP109991	missing	2004-05-12	Panama	North America	9.3775 N 82.3039 E	ERS2619663	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619663	hamlert_reseq_sample_064	18422	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751048	WGS	302	14291800586	SAMEA4799749	6005145273	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764102	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799749	ERP109991	missing	2004-05-12	Panama	North America	10.2392 N 83.1731 E	ERS2619667	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619667	hamlert_reseq_sample_068	18430	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751049	WGS	302	8592486182	SAMEA4799748	3606378707	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764103	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799748	ERP109991	missing	2004-05-12	Panama	North America	10.2392 N 83.1731 E	ERS2619666	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619666	hamlert_reseq_sample_067	18429	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751050	WGS	302	8689117122	SAMEA4799748	3578738274	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764104	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799748	ERP109991	missing	2004-05-12	Panama	North America	10.2392 N 83.1731 E	ERS2619666	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619666	hamlert_reseq_sample_067	18429	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751051	WGS	302	17271836322	SAMEA4799744	7079997467	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764105	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799744	ERP109991	missing	2004-05-12	Panama	North America	10.2392 N 83.1731 E	ERS2619662	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619662	hamlert_reseq_sample_063	18421	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751055	WGS	302	16977877978	SAMEA4799752	6929802553	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764109	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799752	ERP109991	missing	2005-03-25	Panama	North America	9.2983 N 82.2894 E	ERS2619670	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619670	hamlert_reseq_sample_071	18912	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751058	WGS	302	18709740466	SAMEA4799751	7789340003	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764112	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799751	ERP109991	missing	2004-05-12	Panama	North America	9.3775 N 82.3039 E	ERS2619669	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619669	hamlert_reseq_sample_070	18434	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751060	WGS	302	14753079916	SAMEA4799743	6261274982	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764114	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799743	ERP109991	missing	2004-05-12	Panama	North America	10.2392 N 83.1731 E	ERS2619661	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619661	hamlert_reseq_sample_062	18419	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751069	WGS	502	30619639596	SAMEA4799755	19460856356	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764123	Illumina HiSeq 2500	unspecified	PAIRED	unspecified	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799755	ERP109991	missing	2013-04-12	Panama	North America	9.3681 N 82.2928 E	ERS2619673	2018-12-11	2018-11-16	Panama	gill, muscle	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619673	hamlert_reseq_sample_074	27678	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751070	WGS	502	30355569022	SAMEA4799755	19161148947	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764124	Illumina HiSeq 2500	unspecified	PAIRED	unspecified	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799755	ERP109991	missing	2013-04-12	Panama	North America	9.3681 N 82.2928 E	ERS2619673	2018-12-11	2018-11-16	Panama	gill, muscle	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619673	hamlert_reseq_sample_074	27678	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751072	WGS	300	17269084800	SAMEA4799719	7487318054	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764126	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799719	ERP109991	missing	2004-07-25	Belize	North America	16.7653 N 88.1442 E	ERS2619637	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619637	hamlert_reseq_sample_038	18152	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751074	WGS	300	18266013000	SAMEA4799720	7992982937	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764128	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799720	ERP109991	missing	2004-07-25	Belize	North America	16.7653 N 88.1442 E	ERS2619638	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619638	hamlert_reseq_sample_039	18154	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751084	WGS	300	18129121800	SAMEA4799722	7737499374	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764138	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799722	ERP109991	missing	2004-07-25	Belize	North America	16.7653 N 88.1442 E	ERS2619640	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619640	hamlert_reseq_sample_041	18166	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751085	WGS	300	14455184100	SAMEA4799723	6346211810	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764139	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799723	ERP109991	missing	2004-07-25	Belize	North America	16.7653 N 88.1442 E	ERS2619641	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619641	hamlert_reseq_sample_042	18169	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751088	WGS	300	18579340800	SAMEA4799725	8038959321	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764142	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799725	ERP109991	missing	2004-07-25	Belize	North America	16.7653 N 88.1442 E	ERS2619643	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619643	hamlert_reseq_sample_044	18174	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751089	WGS	300	16623437400	SAMEA4799726	7188384208	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764143	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799726	ERP109991	missing	2004-07-25	Belize	North America	16.7653 N 88.1442 E	ERS2619644	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619644	hamlert_reseq_sample_045	18175	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751090	WGS	300	21738085200	SAMEA4799727	9387378111	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764144	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799727	ERP109991	missing	2004-07-25	Belize	North America	16.7653 N 88.1442 E	ERS2619645	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619645	hamlert_reseq_sample_046	18176	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751092	WGS	300	16217569800	SAMEA4799729	7200551033	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764146	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799729	ERP109991	missing	2004-07-25	Belize	North America	16.7653 N 88.1442 E	ERS2619647	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619647	hamlert_reseq_sample_048	18179	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
PRJEB27858	ERR2751093	WGS	300	15744618000	SAMEA4799730	6963599033	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764147	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799730	ERP109991	missing	2004-07-25	Belize	North America	16.7653 N 88.1442 E	ERS2619648	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619648	hamlert_reseq_sample_049	18180	reef fish (hamlet) sample\, part of speciation study	ERC000011	1
