BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	common_name	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	External_Id	Submitter_Id
PRJEB38173	ERR4189764	WGS	300	18839736600	SAMEA6815753	9173757464	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151533	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815753	ERP121562	missing	Apo_zal_d_lim_03119_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:31Z	public	ERS4543393	Midas cichlid - WGS data	SAMEA6815753	Apo_zal_d_lim_03119_WGS
PRJEB38173	ERR4189765	WGS	300	18681216600	SAMEA6815754	8282770161	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151534	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815754	ERP121562	missing	Apo_zal_d_lim_03122_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:31Z	public	ERS4543394	Midas cichlid - WGS data	SAMEA6815754	Apo_zal_d_lim_03122_WGS
PRJEB38173	ERR4189766	WGS	300	20219245500	SAMEA6815755	8932734902	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151535	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815755	ERP121562	missing	Apo_zal_d_lim_03124_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:31Z	public	ERS4543395	Midas cichlid - WGS data	SAMEA6815755	Apo_zal_d_lim_03124_WGS
PRJEB38173	ERR4189767	WGS	300	18688684200	SAMEA6815756	8285899454	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151536	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815756	ERP121562	missing	Apo_zal_d_lim_03964_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:31Z	public	ERS4543396	Midas cichlid - WGS data	SAMEA6815756	Apo_zal_d_lim_03964_WGS
PRJEB38173	ERR4189768	WGS	300	19598898900	SAMEA6815757	9100550250	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151537	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815757	ERP121562	missing	Apo_zal_d_lim_03965_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:31Z	public	ERS4543397	Midas cichlid - WGS data	SAMEA6815757	Apo_zal_d_lim_03965_WGS
PRJEB38173	ERR4189769	WGS	NA	NA	SAMEA6815758	NA	UNIVERSITY OF KONSTANZ	public	NA	NA	NA	ERX4151538	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815758	ERP121562	missing	Apo_zal_d_lim_03969_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:31Z	public	ERS4543398	Midas cichlid - WGS data	SAMEA6815758	Apo_zal_d_lim_03969_WGS
PRJEB38173	ERR4189770	WGS	300	18229955700	SAMEA6815759	8772565051	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151539	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815759	ERP121562	missing	Apo_zal_d_lim_03976_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:31Z	public	ERS4543399	Midas cichlid - WGS data	SAMEA6815759	Apo_zal_d_lim_03976_WGS
PRJEB38173	ERR4189771	WGS	300	19317058500	SAMEA6815760	8876653810	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151540	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815760	ERP121562	missing	Apo_zal_d_lim_05386_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:31Z	public	ERS4543400	Midas cichlid - WGS data	SAMEA6815760	Apo_zal_d_lim_05386_WGS
PRJEB38173	ERR4189772	WGS	300	19338968400	SAMEA6815761	9221616137	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151541	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815761	ERP121562	missing	Apo_zal_d_lim_05396_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:31Z	public	ERS4543401	Midas cichlid - WGS data	SAMEA6815761	Apo_zal_d_lim_05396_WGS
PRJEB38173	ERR4189773	WGS	300	34105153200	SAMEA6815762	13052999245	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151542	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815762	ERP121562	missing	Apo_zal_d_lim_07676_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:31Z	public	ERS4543402	Midas cichlid - WGS data	SAMEA6815762	Apo_zal_d_lim_07676_WGS
PRJEB38173	ERR4189774	WGS	300	30303179700	SAMEA6815763	12811943933	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151543	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815763	ERP121562	missing	Apo_zal_d_lim_07678_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:31Z	public	ERS4543403	Midas cichlid - WGS data	SAMEA6815763	Apo_zal_d_lim_07678_WGS
PRJEB38173	ERR4189775	WGS	300	38134031400	SAMEA6815764	16222201908	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151544	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815764	ERP121562	missing	Apo_zal_d_lim_07687_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:31Z	public	ERS4543404	Midas cichlid - WGS data	SAMEA6815764	Apo_zal_d_lim_07687_WGS
PRJEB38173	ERR4189776	WGS	300	24899769600	SAMEA6815765	10327601103	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151545	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815765	ERP121562	missing	Apo_zal_d_lim_07697_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543405	Midas cichlid - WGS data	SAMEA6815765	Apo_zal_d_lim_07697_WGS
PRJEB38173	ERR4189777	WGS	300	18809751900	SAMEA6815766	8742320656	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151546	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815766	ERP121562	missing	Apo_zal_d_lim_12498_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543406	Midas cichlid - WGS data	SAMEA6815766	Apo_zal_d_lim_12498_WGS
PRJEB38173	ERR4189778	WGS	300	19041984600	SAMEA6815767	8524379072	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151547	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815767	ERP121562	missing	Apo_zal_d_lim_12523_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543407	Midas cichlid - WGS data	SAMEA6815767	Apo_zal_d_lim_12523_WGS
PRJEB38173	ERR4189779	WGS	300	15878815800	SAMEA6815768	7688454579	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151548	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815768	ERP121562	missing	Apo_zal_d_lim_12534_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543408	Midas cichlid - WGS data	SAMEA6815768	Apo_zal_d_lim_12534_WGS
PRJEB38173	ERR4189780	WGS	300	27140369100	SAMEA6815769	11417784030	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151549	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815769	ERP121562	missing	Apo_zal_d_lim_18026_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543409	Midas cichlid - WGS data	SAMEA6815769	Apo_zal_d_lim_18026_WGS
PRJEB38173	ERR4189781	WGS	300	18037485900	SAMEA6815770	7767183371	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151550	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815770	ERP121562	missing	Apo_zal_d_lim_18031_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543410	Midas cichlid - WGS data	SAMEA6815770	Apo_zal_d_lim_18031_WGS
PRJEB38173	ERR4189782	WGS	300	32237556000	SAMEA6815771	12656885034	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151551	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815771	ERP121562	missing	Apo_zal_d_lim_18413_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543411	Midas cichlid - WGS data	SAMEA6815771	Apo_zal_d_lim_18413_WGS
PRJEB38173	ERR4189783	WGS	300	26793715800	SAMEA6815772	11336051652	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151552	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815772	ERP121562	missing	Apo_zal_d_lim_19349_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543412	Midas cichlid - WGS data	SAMEA6815772	Apo_zal_d_lim_19349_WGS
PRJEB38173	ERR4189784	WGS	300	34832745000	SAMEA6815773	14703536686	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151553	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815773	ERP121562	missing	Apo_zal_d_lim_19352_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543413	Midas cichlid - WGS data	SAMEA6815773	Apo_zal_d_lim_19352_WGS
PRJEB38173	ERR4189786	WGS	300	20474225700	SAMEA6815775	8227036388	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151555	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815775	ERP121562	missing	AsL_cit_d_nlp_02326_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543415	Midas cichlid - WGS data	SAMEA6815775	AsL_cit_d_nlp_02326_WGS
PRJEB38173	ERR4189787	WGS	300	26934360300	SAMEA6815776	10612467318	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151556	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815776	ERP121562	missing	AsL_cit_d_nlp_02327_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543416	Midas cichlid - WGS data	SAMEA6815776	AsL_cit_d_nlp_02327_WGS
PRJEB38173	ERR4189788	WGS	300	30515869500	SAMEA6815777	12699551395	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151557	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815777	ERP121562	missing	AsL_cit_d_nlp_02328_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543417	Midas cichlid - WGS data	SAMEA6815777	AsL_cit_d_nlp_02328_WGS
PRJEB38173	ERR4189789	WGS	300	28766126400	SAMEA6815778	11597060310	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151558	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815778	ERP121562	missing	AsL_cit_d_nlp_02329_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543418	Midas cichlid - WGS data	SAMEA6815778	AsL_cit_d_nlp_02329_WGS
PRJEB38173	ERR4189790	WGS	300	36767095800	SAMEA6815779	15256248882	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151559	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815779	ERP121562	missing	AsL_cit_d_nlp_02331_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543419	Midas cichlid - WGS data	SAMEA6815779	AsL_cit_d_nlp_02331_WGS
PRJEB38173	ERR4189791	WGS	300	35405605800	SAMEA6815780	14620795642	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151560	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815780	ERP121562	missing	AsL_cit_d_nlp_02332_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543420	Midas cichlid - WGS data	SAMEA6815780	AsL_cit_d_nlp_02332_WGS
PRJEB38173	ERR4189792	WGS	300	25150386000	SAMEA6815781	10376124985	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151561	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815781	ERP121562	missing	AsL_cit_d_nlp_02333_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543421	Midas cichlid - WGS data	SAMEA6815781	AsL_cit_d_nlp_02333_WGS
PRJEB38173	ERR4189794	WGS	300	27475254000	SAMEA6815783	11249910726	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151563	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815783	ERP121562	missing	AsL_cit_d_nlp_02343_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543423	Midas cichlid - WGS data	SAMEA6815783	AsL_cit_d_nlp_02343_WGS
PRJEB38173	ERR4189796	WGS	300	38592499500	SAMEA6815785	16104782314	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151565	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815785	ERP121562	missing	AsL_cit_d_nlp_02346_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543425	Midas cichlid - WGS data	SAMEA6815785	AsL_cit_d_nlp_02346_WGS
PRJEB38173	ERR4189797	WGS	300	31194359100	SAMEA6815786	12418149548	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151566	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815786	ERP121562	missing	AsL_cit_d_nlp_02347_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543426	Midas cichlid - WGS data	SAMEA6815786	AsL_cit_d_nlp_02347_WGS
PRJEB38173	ERR4189798	WGS	300	30796456200	SAMEA6815787	12883934705	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151567	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815787	ERP121562	missing	AsL_cit_d_nlp_02351_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543427	Midas cichlid - WGS data	SAMEA6815787	AsL_cit_d_nlp_02351_WGS
PRJEB38173	ERR4189799	WGS	300	29856942900	SAMEA6815788	11990859567	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151568	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815788	ERP121562	missing	AsL_cit_d_nlp_02353_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543428	Midas cichlid - WGS data	SAMEA6815788	AsL_cit_d_nlp_02353_WGS
PRJEB38173	ERR4189800	WGS	300	31835973000	SAMEA6815789	12880139912	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151569	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815789	ERP121562	missing	AsL_cit_d_nlp_02355_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543429	Midas cichlid - WGS data	SAMEA6815789	AsL_cit_d_nlp_02355_WGS
PRJEB38173	ERR4189801	WGS	300	36562797300	SAMEA6815790	14770629968	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151570	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815790	ERP121562	missing	AsL_cit_d_nlp_02356_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543430	Midas cichlid - WGS data	SAMEA6815790	AsL_cit_d_nlp_02356_WGS
PRJEB38173	ERR4189802	WGS	300	28719579300	SAMEA6815791	11652029797	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151571	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815791	ERP121562	missing	AsL_cit_g_nlp_00122_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543431	Midas cichlid - WGS data	SAMEA6815791	AsL_cit_g_nlp_00122_WGS
PRJEB38173	ERR4189803	WGS	300	34863936900	SAMEA6815792	14227378744	UNIVERSITY OF KONSTANZ	public	bam,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	ERX4151572	HiSeq X Ten	unspecified	PAIRED	unspecified	GENOMIC	Amphilophus_citrinellus	ILLUMINA	2020-07-13T00:00:00Z	SAMEA6815792	ERP121562	missing	AsL_cit_g_nlp_13291_WGS	2020-07-12	2020-06-02	2020-07-12	2020-05-06	Midas cichlid	UNIVERSITY OF KONSTANZ	UNIVERSITY OF KONSTANZ	2020-07-12T04:06:18Z	2020-05-06T13:45:32Z	public	ERS4543432	Midas cichlid - WGS data	SAMEA6815792	AsL_cit_g_nlp_13291_WGS
