BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Collection_date	geo_loc_name_country	geo_loc_name_country_continent	lat_lon	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	geographic_location_(country_and/or_sea)	tissue_type	geographic_location_(region_and_locality)	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	Description	ENA_CHECKLIST	use_species
PRJEB27858	ERR2751086	WGS	300	18463385400	SAMEA4799691	8239556797	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764140	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799691	ERP109991	missing	2004-07-25	Belize	North America	16.7653 N 88.1442 E	ERS2619609	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:49Z	public	ERS2619609	hamlert_reseq_sample_010	18171	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751094	WGS	300	18519682800	SAMEA4799692	8251975465	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764148	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799692	ERP109991	missing	2004-07-26	Belize	North America	16.8058 N 88.0792 E	ERS2619610	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:49Z	public	ERS2619610	hamlert_reseq_sample_011	18185	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751095	WGS	300	20076593700	SAMEA4799693	8822661078	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764149	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799693	ERP109991	missing	2004-07-26	Belize	North America	16.8058 N 88.0792 E	ERS2619611	2018-12-11	2018-11-16	Belize	gill	Carrie Bow Cay	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:49Z	public	ERS2619611	hamlert_reseq_sample_012	18187	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751126	WGS	300	17255518200	SAMEA4799694	7643301779	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764180	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799694	ERP109991	missing	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619612	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:49Z	public	ERS2619612	hamlert_reseq_sample_013	20599	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751127	WGS	300	18172697100	SAMEA4799695	8138461560	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764181	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799695	ERP109991	missing	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619613	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:49Z	public	ERS2619613	hamlert_reseq_sample_014	20600	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751128	WGS	300	16507762500	SAMEA4799696	7331754075	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764182	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799696	ERP109991	missing	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619614	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:49Z	public	ERS2619614	hamlert_reseq_sample_015	20601	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751129	WGS	300	16411504500	SAMEA4799697	7285843226	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764183	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799697	ERP109991	missing	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619615	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:49Z	public	ERS2619615	hamlert_reseq_sample_016	20602	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751130	WGS	300	18822581100	SAMEA4799698	8425448980	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764184	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799698	ERP109991	missing	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619616	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:49Z	public	ERS2619616	hamlert_reseq_sample_017	20603	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751131	WGS	300	14460262200	SAMEA4799699	6502065736	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764185	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799699	ERP109991	missing	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619617	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:49Z	public	ERS2619617	hamlert_reseq_sample_018	20604	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751132	WGS	300	16375326000	SAMEA4799700	7261945051	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764186	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799700	ERP109991	missing	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619618	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:49Z	public	ERS2619618	hamlert_reseq_sample_019	20605	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751133	WGS	300	16041815400	SAMEA4799701	7120337802	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764187	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799701	ERP109991	missing	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619619	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:49Z	public	ERS2619619	hamlert_reseq_sample_020	20606	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751134	WGS	300	18382394700	SAMEA4799702	8248850274	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764188	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799702	ERP109991	missing	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619620	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:49Z	public	ERS2619620	hamlert_reseq_sample_021	20607	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751135	WGS	300	17687033700	SAMEA4799703	7693598896	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764189	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799703	ERP109991	missing	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619621	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:49Z	public	ERS2619621	hamlert_reseq_sample_022	20608	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751136	WGS	300	18640530000	SAMEA4799704	8209058642	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764190	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799704	ERP109991	missing	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619622	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:49Z	public	ERS2619622	hamlert_reseq_sample_023	20609	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
PRJEB27858	ERR2751137	WGS	300	16058716500	SAMEA4799705	7054807949	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764191	Illumina HiSeq 4000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799705	ERP109991	missing	2006-06-04	Honduras	North America	15.9558 N 83.2931 E	ERS2619623	2018-12-11	2018-11-16	Honduras	gill	Cayos Becerros	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:49Z	public	ERS2619623	hamlert_reseq_sample_024	20610	reef fish (hamlet) sample\, part of speciation study	ERC000011	0
