BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Collection_date	geo_loc_name_country	geo_loc_name_country_continent	lat_lon	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	geographic_location_(country_and/or_sea)	tissue_type	geographic_location_(region_and_locality)	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	Description	ENA_CHECKLIST
PRJEB27858	ERR2751027	WGS	302	19464908680	SAMEA4799711	7771210733	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764081	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799711	ERP109991	missing	2005-03-25	Panama	North America	9.2983 N 82.2894 E	ERS2619629	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619629	hamlert_reseq_sample_030	18901	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751028	WGS	302	16386343934	SAMEA4799747	6714017353	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764082	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799747	ERP109991	missing	2004-05-12	Panama	North America	10.2392 N 83.1731 E	ERS2619665	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619665	hamlert_reseq_sample_066	18427	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751029	WGS	302	20475763382	SAMEA4799787	8163016180	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764083	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799787	ERP109991	missing	2004-06-29	Panama	North America	9.3328 N 82.2547 E	ERS2619705	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619705	hamlert_reseq_sample_106	18446	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751030	WGS	302	14769849372	SAMEA4799753	5886940731	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764084	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799753	ERP109991	missing	2005-03-25	Panama	North America	9.2983 N 82.2894 E	ERS2619671	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619671	hamlert_reseq_sample_072	18915	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751031	WGS	302	12779748496	SAMEA4799788	5145612526	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764085	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799788	ERP109991	missing	2004-07-09	Panama	North America	9.2894 N 82.2589 E	ERS2619706	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619706	hamlert_reseq_sample_107	18447	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751032	WGS	302	15577645314	SAMEA4799781	6231434163	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764086	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799781	ERP109991	missing	2004-06-23	Panama	North America	9.3328 N 82.2547 E	ERS2619699	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619699	hamlert_reseq_sample_100	18435	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751033	WGS	302	6966828638	SAMEA4799713	2785448488	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764087	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799713	ERP109991	missing	2005-03-25	Panama	North America	9.2983 N 82.2894 E	ERS2619631	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619631	hamlert_reseq_sample_032	18903	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751034	WGS	302	6236342280	SAMEA4799713	2535950822	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764088	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799713	ERP109991	missing	2005-03-25	Panama	North America	9.2983 N 82.2894 E	ERS2619631	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619631	hamlert_reseq_sample_032	18903	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751035	WGS	302	15867638096	SAMEA4799708	6456753756	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764089	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799708	ERP109991	missing	2004-05-12	Panama	North America	10.2392 N 83.1731 E	ERS2619626	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619626	hamlert_reseq_sample_027	18424	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751036	WGS	302	14533142678	SAMEA4799790	5920316500	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764090	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799790	ERP109991	missing	2004-06-25	Panama	North America	9.3328 N 82.2547 E	ERS2619708	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:52Z	public	ERS2619708	hamlert_reseq_sample_109	18450	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751037	WGS	302	16156676256	SAMEA4799709	6603947661	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764091	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799709	ERP109991	missing	2004-05-12	Panama	North America	10.2392 N 83.1731 E	ERS2619627	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619627	hamlert_reseq_sample_028	18428	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751038	WGS	302	16320077886	SAMEA4799783	6667272592	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764092	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799783	ERP109991	missing	2004-06-25	Panama	North America	9.3328 N 82.2547 E	ERS2619701	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619701	hamlert_reseq_sample_102	18440	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751039	WGS	302	17110273872	SAMEA4799746	7045714735	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764093	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799746	ERP109991	missing	2004-05-12	Panama	North America	10.2392 N 83.1731 E	ERS2619664	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619664	hamlert_reseq_sample_065	18426	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751040	WGS	302	16167244142	SAMEA4799707	6630984646	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764094	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799707	ERP109991	missing	2004-05-12	Panama	North America	9.3775 N 82.3039 E	ERS2619625	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:49Z	public	ERS2619625	hamlert_reseq_sample_026	18418	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751041	WGS	302	14637692058	SAMEA4799717	5918040696	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764095	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799717	ERP109991	missing	2005-03-25	Panama	North America	9.2983 N 82.2894 E	ERS2619635	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619635	hamlert_reseq_sample_036	18907	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751042	WGS	302	17248224452	SAMEA4799782	6940109610	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764096	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799782	ERP109991	missing	2004-06-25	Panama	North America	9.3328 N 82.2547 E	ERS2619700	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619700	hamlert_reseq_sample_101	18439	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751043	WGS	302	15499178466	SAMEA4799718	6183238311	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764097	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799718	ERP109991	missing	2005-03-25	Panama	North America	9.2983 N 82.2894 E	ERS2619636	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619636	hamlert_reseq_sample_037	18909	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751044	WGS	302	15340194492	SAMEA4799750	6336305972	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764098	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799750	ERP109991	missing	2004-05-12	Panama	North America	10.2392 N 83.1731 E	ERS2619668	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:51Z	public	ERS2619668	hamlert_reseq_sample_069	18432	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751045	WGS	302	16218968588	SAMEA4799715	6492432862	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764099	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_nigricans	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799715	ERP109991	missing	2005-03-25	Panama	North America	9.2983 N 82.2894 E	ERS2619633	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619633	hamlert_reseq_sample_034	18905	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751046	WGS	302	16915546990	SAMEA4799745	6872094392	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764100	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_puella	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799745	ERP109991	missing	2004-05-12	Panama	North America	9.3775 N 82.3039 E	ERS2619663	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:50Z	public	ERS2619663	hamlert_reseq_sample_064	18422	reef fish (hamlet) sample\, part of speciation study	ERC000011
PRJEB27858	ERR2751047	WGS	302	16604869926	SAMEA4799791	6636467486	GEOMAR HELMHOLTZ CENTRE FOR OCEAN RESEARCH KIEL	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2764101	Illumina HiSeq 3000	unspecified	PAIRED	PCR	GENOMIC	Hypoplectrus_unicolor	ILLUMINA	2019-01-02T00:00:00Z	SAMEA4799791	ERP109991	missing	2004-06-30	Panama	North America	9.3481 N 82.2633 E	ERS2619709	2018-12-11	2018-11-16	Panama	gill	Bocas del Toro	GEOMAR Helmholtz Centre for Ocean Research Kiel	GEOMAR Helmholtz Centre for Ocean Research Kiel	2018-12-11T17:02:44Z	2018-07-20T14:46:52Z	public	ERS2619709	hamlert_reseq_sample_110	18454	reef fish (hamlet) sample\, part of speciation study	ERC000011
