BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	AGE	Ecotype	Strain	Breed	Cultivar	use_species
PRJNA612146	SRR12601887	WGS	300	8183077200	SAMN14363262	3385851877	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085505	Illumina HiSeq 4000	184	PAIRED	RANDOM	GENOMIC	Hippocampus_ingens	ILLUMINA	2020-09-06T00:00:00Z	Hig_19	SRP280296	Model organism or animal	missing	muscle-184	Not applicable	missing	missing-184	Lima\, Peru	Not applicable	Not applicable	Not applicable-184	0
PRJNA612146	SRR12601889	WGS	300	8204374500	SAMN14363260	3187205904	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085503	Illumina HiSeq 4000	182	PAIRED	RANDOM	GENOMIC	Hippocampus_ingens	ILLUMINA	2020-09-06T00:00:00Z	Hig_17	SRP280296	Model organism or animal	missing	muscle-182	Not applicable	missing	missing-182	Lima\, Peru	Not applicable	Not applicable	Not applicable-182	0
PRJNA612146	SRR12601893	WGS	300	6849741300	SAMN14363257	2786487000	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085499	Illumina HiSeq 4000	179	PAIRED	RANDOM	GENOMIC	Hippocampus_ingens	ILLUMINA	2020-09-06T00:00:00Z	Hig_13	SRP280296	Model organism or animal	missing	muscle-179	Not applicable	missing	missing-179	Lima\, Peru	Not applicable	Not applicable	Not applicable-179	0
PRJNA612146	SRR12601897	WGS	300	8894166900	SAMN14363253	3674061764	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085495	Illumina HiSeq 4000	175	PAIRED	RANDOM	GENOMIC	Hippocampus_ingens	ILLUMINA	2020-09-06T00:00:00Z	Hig_8	SRP280296	Model organism or animal	missing	muscle-175	Not applicable	missing	missing-175	Puerto Vallarta\, Jalisco\, Mexico	Not applicable	Not applicable	Not applicable-175	0
PRJNA612146	SRR12601899	WGS	300	6761892000	SAMN14363251	2737934925	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085493	Illumina HiSeq 4000	173	PAIRED	RANDOM	GENOMIC	Hippocampus_ingens	ILLUMINA	2020-09-06T00:00:00Z	Hig_6	SRP280296	Model organism or animal	missing	muscle-173	Not applicable	missing	missing-173	Puerto Vallarta\, Jalisco\, Mexico	Not applicable	Not applicable	Not applicable-173	0
PRJNA612146	SRR12601901	WGS	300	6444978900	SAMN14363249	2641272005	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085491	Illumina HiSeq 4000	171	PAIRED	RANDOM	GENOMIC	Hippocampus_ingens	ILLUMINA	2020-09-06T00:00:00Z	Hig_4	SRP280296	Model organism or animal	missing	muscle-171	Not applicable	missing	missing-171	Puerto Vallarta\, Jalisco\, Mexico	Not applicable	Not applicable	Not applicable-171	0
PRJNA612146	SRR12601903	WGS	300	7324134000	SAMN14363248	2998111349	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085489	Illumina HiSeq 4000	170	PAIRED	RANDOM	GENOMIC	Hippocampus_ingens	ILLUMINA	2020-09-06T00:00:00Z	Hig_3	SRP280296	Model organism or animal	missing	muscle-170	Not applicable	missing	missing-170	Puerto Vallarta\, Jalisco\, Mexico	Not applicable	Not applicable	Not applicable-170	0
PRJNA612146	SRR12601895	WGS	300	7235271000	SAMN14363255	2942423133	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085497	Illumina HiSeq 4000	177	PAIRED	RANDOM	GENOMIC	Hippocampus_ingens	ILLUMINA	2020-09-06T00:00:00Z	Hig_11	SRP280296	Model organism or animal	missing	muscle-177	Not applicable	missing	missing-177	Puerto Vallarta\, Jalisco\, Mexico	Not applicable	Not applicable	Not applicable-177	0
PRJNA612146	SRR12601896	WGS	300	6380097900	SAMN14363254	2614685659	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	ncbi,s3,gs	gs.US,s3.us-east-1,ncbi.public	SRX9085496	Illumina HiSeq 4000	176	PAIRED	RANDOM	GENOMIC	Hippocampus_ingens	ILLUMINA	2020-09-06T00:00:00Z	Hig_9	SRP280296	Model organism or animal	missing	muscle-176	Not applicable	missing	missing-176	Puerto Vallarta\, Jalisco\, Mexico	Not applicable	Not applicable	Not applicable-176	0
PRJNA612146	SRR12601898	WGS	300	6237786000	SAMN14363252	2523986052	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	sra,fastq	ncbi,s3,gs	gs.US,s3.us-east-1,ncbi.public	SRX9085494	Illumina HiSeq 4000	174	PAIRED	RANDOM	GENOMIC	Hippocampus_ingens	ILLUMINA	2020-09-06T00:00:00Z	Hig_7	SRP280296	Model organism or animal	missing	muscle-174	Not applicable	missing	missing-174	Puerto Vallarta\, Jalisco\, Mexico	Not applicable	Not applicable	Not applicable-174	0
